time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3835716_c,3835716_h,3835716_r,3835716_s,3835717_c,3835717_h,3835717_r,3835717_s,3835718_c,3835718_h,3835718_r,3835718_s,3835719_c,3835719_h,3835719_r,3835719_s,3835720_c,3835720_h,3835720_r,3835720_s
2023-05-31 18:50:00,26.7,36.2,26.6,31.32,25.9,25.9,[25.9],1.0,28.8,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.6,24.0,24.0,1.0,28.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 18:55:00,26.5,36.3,26.6,31.36,26.2,26.2,[26.2],1.0,28.8,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.6,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:00:00,26.4,36.3,26.9,31.54,26.4,26.4,[26.4],1.0,29.1,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.9,27.0,24.0,1.0,29.1,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:05:00,26.4,36.3,26.9,31.42,26.0,26.0,[26.0],1.0,28.8,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.9,24.0,24.0,1.0,28.8,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:10:00,26.5,36.3,26.2,31.279999999999998,25.9,25.9,[25.9],1.0,28.8,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.8,25.0,25.0,1.0,36.3,25.0,24.0
2023-05-31 19:15:00,26.5,36.3,26.5,31.22,26.4,26.4,[26.4],1.0,28.5,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.5,26.0,24.0,1.0,28.5,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:20:00,27.1,36.3,26.3,31.14,25.8,25.8,[25.8],1.0,28.4,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.3,26.0,24.0,1.0,28.4,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:25:00,26.7,36.3,26.8,31.360000000000003,26.2,26.2,[26.2],1.0,28.7,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.8,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 19:30:00,27.1,36.2,27.0,31.48,25.8,25.8,[25.8],1.0,29.0,25.0,24.0,1.0,36.2,25.0,24.0,1.0,27.0,25.0,24.0,1.0,29.0,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 19:35:00,26.9,36.2,27.1,31.54,26.2,26.2,[26.2],1.0,29.1,25.0,24.0,1.0,36.2,26.0,24.0,1.0,27.1,25.0,24.0,1.0,29.1,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 19:40:00,26.9,36.1,26.3,31.18,25.6,25.6,[25.6],1.0,28.7,25.0,24.0,1.0,36.1,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-31 19:45:00,26.4,36.2,26.3,31.06,25.8,25.8,[25.8],1.0,28.3,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.3,27.0,24.0,1.0,28.3,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 19:50:00,26.2,36.1,26.0,30.84,25.8,25.8,[25.8],1.0,28.0,24.0,24.0,1.0,36.1,26.0,24.0,1.0,26.0,24.0,24.0,1.0,28.0,26.0,25.0,1.0,36.1,26.0,24.0
2023-05-31 19:55:00,26.2,36.2,26.4,30.96,26.3,26.3,[26.3],1.0,28.0,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.0,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 20:00:00,27.0,36.3,26.8,31.360000000000003,26.2,26.2,[26.2],1.0,28.7,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.8,26.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 20:05:00,26.6,36.4,26.9,31.540000000000003,26.1,26.1,[26.1],1.0,29.0,26.0,24.0,1.0,36.4,26.0,24.0,1.0,26.9,25.0,24.0,1.0,29.0,26.0,25.0,1.0,36.4,27.0,24.0
2023-05-31 20:10:00,27.4,36.3,27.2,31.56,25.8,25.8,[25.8],1.0,29.0,26.0,24.0,1.0,36.3,25.0,24.0,1.0,27.2,26.0,24.0,1.0,29.0,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 20:15:00,26.7,36.4,27.1,31.78,26.2,26.2,[26.2],1.0,29.5,26.0,24.0,1.0,36.4,26.0,24.0,1.0,27.1,25.0,24.0,1.0,29.5,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 20:20:00,26.4,36.6,27.2,31.92,26.4,26.4,[26.4],1.0,29.6,26.0,24.0,1.0,36.6,26.0,24.0,1.0,27.2,25.0,24.0,1.0,29.6,27.0,25.0,1.0,36.6,27.0,24.0
2023-05-31 20:25:00,27.2,36.6,27.2,31.92,26.2,26.2,[26.2],1.0,29.6,25.0,24.0,1.0,36.6,26.0,24.0,1.0,27.2,25.0,24.0,1.0,29.6,26.0,25.0,1.0,36.6,27.0,24.0
2023-05-31 20:30:00,26.4,36.5,27.0,31.84,26.1,26.1,[26.1],1.0,29.6,25.0,24.0,1.0,36.5,25.0,24.0,1.0,27.0,25.0,24.0,1.0,29.6,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-31 20:35:00,26.3,36.4,26.5,31.7,26.1,26.1,[26.1],1.0,29.6,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.5,25.0,24.0,1.0,29.6,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 20:40:00,26.2,36.3,26.4,31.28,26.0,26.0,[26.0],1.0,28.7,24.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,24.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 20:45:00,26.2,36.3,26.2,31.160000000000004,26.3,26.3,[26.3],1.0,28.5,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.2,26.0,24.0,1.0,28.5,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 20:50:00,26.3,36.4,26.8,31.32,26.4,26.4,[26.4],1.0,28.5,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.8,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 20:55:00,26.1,36.4,26.8,31.52,26.4,26.4,[26.4],1.0,29.0,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.8,24.0,24.0,1.0,29.0,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 21:00:00,26.1,36.5,26.8,31.56,26.1,26.1,[26.1],1.0,29.0,25.0,24.0,1.0,36.5,25.0,24.0,1.0,26.8,25.0,24.0,1.0,29.0,26.0,25.0,1.0,36.5,25.0,24.0
2023-05-31 21:05:00,25.9,36.4,26.3,31.1,26.1,26.1,[26.1],1.0,28.2,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 21:10:00,25.9,36.2,26.2,30.879999999999995,26.1,26.1,[26.1],1.0,27.9,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,25.0,24.0,1.0,27.9,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 21:15:00,25.9,36.2,26.2,30.879999999999995,25.9,25.9,[25.9],1.0,27.9,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,24.0,24.0,1.0,27.9,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 21:20:00,26.0,36.3,26.2,30.919999999999995,26.3,26.3,[26.3],1.0,27.9,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,26.0,24.0,1.0,27.9,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 21:25:00,26.0,36.6,26.8,31.4,26.4,26.4,[26.4],1.0,28.5,26.0,24.0,1.0,36.6,26.0,24.0,1.0,26.8,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.6,26.0,24.0
2023-05-31 21:30:00,26.0,36.4,26.5,31.3,26.1,26.1,[26.1],1.0,28.6,24.0,24.0,1.0,36.4,25.0,24.0,1.0,26.5,24.0,24.0,1.0,28.6,25.0,25.0,1.0,36.4,25.0,24.0
2023-05-31 21:35:00,25.9,36.4,26.2,31.24,26.2,26.2,[26.2],1.0,28.6,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.2,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 21:40:00,26.0,36.4,26.1,31.02,26.2,26.2,[26.2],1.0,28.1,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.1,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 21:45:00,26.0,36.2,26.1,30.9,26.1,26.1,[26.1],1.0,28.0,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 21:50:00,26.0,36.2,26.7,31.18,26.4,26.4,[26.4],1.0,28.4,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.7,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 21:55:00,25.8,36.4,26.7,31.42,26.3,26.3,[26.3],1.0,28.8,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.7,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 22:00:00,26.0,36.2,26.8,31.2,26.1,26.1,[26.1],1.0,28.4,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.8,25.0,24.0,1.0,28.4,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 22:05:00,26.0,36.3,26.2,31.119999999999997,26.2,26.2,[26.2],1.0,28.4,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.2,26.0,24.0,1.0,28.4,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 22:10:00,26.1,36.2,26.2,30.879999999999995,26.0,26.0,[26.0],1.0,27.9,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,24.0,24.0,1.0,27.9,25.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 22:15:00,26.3,36.4,26.5,31.14,26.4,26.4,[26.4],1.0,28.2,26.0,24.0,1.0,36.4,25.0,24.0,1.0,26.5,25.0,24.0,1.0,28.2,27.0,25.0,1.0,36.4,25.0,24.0
2023-05-31 22:20:00,26.5,36.3,26.8,31.160000000000004,26.1,26.1,[26.1],1.0,28.2,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.8,26.0,24.0,1.0,28.2,27.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 22:25:00,26.2,36.2,26.8,31.28000000000001,25.9,25.9,[25.9],1.0,28.6,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.8,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 22:30:00,26.0,36.2,26.0,30.96,25.8,25.8,[25.8],1.0,28.2,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.0,24.0,24.0,1.0,28.2,26.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 22:35:00,27.0,36.2,26.5,31.06,26.0,26.0,[26.0],1.0,28.2,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 22:40:00,26.3,36.2,26.5,31.26,26.3,26.3,[26.3],1.0,28.7,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.5,25.0,24.0,1.0,28.7,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 22:45:00,26.2,36.3,26.3,31.18,25.9,25.9,[25.9],1.0,28.5,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.3,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 22:50:00,25.9,36.2,26.2,31.0,25.9,25.9,[25.9],1.0,28.2,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.2,25.0,25.0,1.0,36.2,25.0,24.0
2023-05-31 22:55:00,25.8,36.2,26.5,31.06,26.4,26.4,[26.4],1.0,28.2,26.0,24.0,1.0,36.2,26.0,24.0,1.0,26.5,26.0,24.0,1.0,28.2,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 23:00:00,26.4,36.0,26.3,30.94,25.8,25.8,[25.8],1.0,28.2,25.0,24.0,1.0,36.0,25.0,24.0,1.0,26.3,26.0,24.0,1.0,28.2,26.0,25.0,1.0,36.0,26.0,24.0
2023-05-31 23:05:00,26.0,36.3,26.8,31.360000000000003,26.3,26.3,[26.3],1.0,28.7,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.8,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 23:10:00,25.9,36.5,26.8,31.56,26.4,26.4,[26.4],1.0,29.0,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.8,25.0,24.0,1.0,29.0,26.0,25.0,1.0,36.5,26.0,24.0
2023-05-31 23:15:00,25.6,36.4,27.1,31.46,25.9,25.9,[25.9],1.0,28.7,25.0,24.0,1.0,36.4,25.0,24.0,1.0,27.1,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.4,25.0,24.0
2023-05-31 23:20:00,25.6,36.3,26.0,31.04,25.9,25.9,[25.9],1.0,28.3,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.0,24.0,24.0,1.0,28.3,26.0,25.0,1.0,36.3,25.0,24.0
2023-05-31 23:25:00,25.8,36.3,26.2,31.119999999999997,26.4,26.4,[26.4],1.0,28.4,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,26.0,24.0,1.0,28.4,28.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 23:30:00,25.7,36.3,26.1,31.059999999999995,26.0,26.0,[26.0],1.0,28.3,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.3,25.0,24.0
2023-05-31 23:35:00,25.9,36.2,25.9,30.860000000000003,25.9,25.9,[25.9],1.0,28.0,24.0,24.0,1.0,36.2,25.0,24.0,1.0,25.9,24.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 23:40:00,25.8,36.2,26.1,30.94,26.3,26.3,[26.3],1.0,28.1,26.0,24.0,1.0,36.2,26.0,24.0,1.0,26.1,26.0,24.0,1.0,28.1,27.0,25.0,1.0,36.2,26.0,24.0
2023-05-31 23:45:00,25.9,36.3,26.6,31.279999999999998,26.4,26.4,[26.4],1.0,28.6,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.6,26.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-05-31 23:50:00,25.9,36.4,26.5,31.3,26.1,26.1,[26.1],1.0,28.6,24.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,24.0,24.0,1.0,28.6,26.0,25.0,1.0,36.4,26.0,24.0
2023-05-31 23:55:00,25.8,36.3,26.1,31.059999999999995,26.1,26.1,[26.1],1.0,28.3,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 00:00:00,25.8,36.3,26.1,31.059999999999995,26.0,26.0,[26.0],1.0,28.3,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 00:05:00,25.7,36.2,26.2,30.920000000000005,26.0,26.0,[26.0],1.0,28.0,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 00:10:00,25.6,36.3,26.5,31.18,26.5,26.5,[26.5],1.0,28.4,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.4,27.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 00:15:00,25.8,36.5,26.9,31.540000000000003,26.4,26.4,[26.4],1.0,28.9,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.9,26.0,24.0,1.0,28.9,26.0,25.0,1.0,36.5,26.0,24.0
2023-06-01 00:20:00,25.8,36.4,27.0,31.6,26.2,26.2,[26.2],1.0,29.1,26.0,24.0,1.0,36.4,25.0,24.0,1.0,27.0,26.0,24.0,1.0,29.1,27.0,25.0,1.0,36.4,27.0,24.0
2023-06-01 00:25:00,26.1,36.4,27.0,31.56,26.2,26.2,[26.2],1.0,29.0,25.0,24.0,1.0,36.4,26.0,24.0,1.0,27.0,24.0,24.0,1.0,29.0,27.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 00:30:00,25.9,36.4,26.3,31.26,26.0,26.0,[26.0],1.0,28.6,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.3,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 00:35:00,25.5,36.4,26.2,31.24,26.1,26.1,[26.1],1.0,28.6,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.2,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.4,25.0,24.0
2023-06-01 00:40:00,25.9,36.2,26.2,30.96,26.1,26.1,[26.1],1.0,28.1,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,25.0,24.0,1.0,28.1,26.0,25.0,1.0,36.2,27.0,24.0
2023-06-01 00:45:00,26.8,36.2,26.5,31.020000000000003,25.8,25.8,[25.8],1.0,28.1,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.5,25.0,24.0,1.0,28.1,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 00:50:00,25.9,36.3,26.6,31.2,26.1,26.1,[26.1],1.0,28.4,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.6,24.0,24.0,1.0,28.4,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 00:55:00,26.1,36.2,26.2,31.0,25.9,25.9,[25.9],1.0,28.2,24.0,24.0,1.0,36.2,25.0,24.0,1.0,26.2,24.0,24.0,1.0,28.2,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 01:00:00,26.4,36.3,26.4,31.08,26.1,26.1,[26.1],1.0,28.2,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,26.0,24.0,1.0,28.2,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 01:05:00,26.2,36.4,26.6,31.32,26.1,26.1,[26.1],1.0,28.6,26.0,24.0,1.0,36.4,26.0,24.0,1.0,26.6,26.0,24.0,1.0,28.6,27.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 01:10:00,26.3,36.3,26.4,31.24,25.5,25.5,[25.5],1.0,28.6,24.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 01:15:00,26.1,36.3,26.6,31.32,25.8,25.8,[25.8],1.0,28.7,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.6,24.0,24.0,1.0,28.7,26.0,25.0,1.0,36.3,25.0,24.0
2023-06-01 01:20:00,26.1,36.2,26.6,31.12,25.6,25.6,[25.6],1.0,28.3,25.0,24.0,1.0,36.2,25.0,24.0,1.0,26.6,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.2,28.0,24.0
2023-06-01 01:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01 01:30:00,26.3,36.2,26.4,31.08,26.1,26.1,[26.1],1.0,28.3,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 01:35:00,26.2,36.3,26.8,31.279999999999998,26.0,26.0,[26.0],1.0,28.5,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.8,26.0,24.0,1.0,28.5,27.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 01:40:00,26.2,36.4,27.0,31.56,26.2,26.2,[26.2],1.0,29.0,26.0,24.0,1.0,36.4,25.0,24.0,1.0,27.0,26.0,24.0,1.0,29.0,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 01:45:00,25.7,36.4,26.6,31.440000000000005,26.0,26.0,[26.0],1.0,28.9,24.0,24.0,1.0,36.4,25.0,24.0,1.0,26.6,24.0,24.0,1.0,28.9,25.0,25.0,1.0,36.4,25.0,24.0
2023-06-01 01:50:00,25.6,36.3,26.2,31.160000000000004,26.1,26.1,[26.1],1.0,28.5,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.2,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 01:55:00,25.6,36.3,26.2,31.079999999999995,25.9,25.9,[25.9],1.0,28.3,24.0,24.0,1.0,36.3,26.0,24.0,1.0,26.2,24.0,24.0,1.0,28.3,25.0,25.0,1.0,36.3,27.0,24.0
2023-06-01 02:00:00,25.5,36.4,26.4,31.16,26.2,26.2,[26.2],1.0,28.3,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.4,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 02:05:00,26.0,36.3,26.4,31.24,25.8,25.8,[25.8],1.0,28.6,26.0,24.0,1.0,36.3,25.0,24.0,1.0,26.4,26.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 02:10:00,25.7,36.5,26.9,31.62,26.4,26.4,[26.4],1.0,29.1,26.0,24.0,1.0,36.5,26.0,24.0,1.0,26.9,26.0,24.0,1.0,29.1,27.0,25.0,1.0,36.5,26.0,24.0
2023-06-01 02:15:00,26.2,36.3,27.1,31.62,25.9,25.9,[25.9],1.0,29.2,26.0,24.0,1.0,36.3,25.0,24.0,1.0,27.1,25.0,24.0,1.0,29.2,27.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 02:20:00,26.2,36.3,27.0,31.6,25.6,25.6,[25.6],1.0,29.2,25.0,24.0,1.0,36.3,25.0,24.0,1.0,27.0,26.0,24.0,1.0,29.2,26.0,25.0,1.0,36.3,25.0,24.0
2023-06-01 02:25:00,25.5,36.4,27.0,31.68,25.9,25.9,[25.9],1.0,29.3,25.0,24.0,1.0,36.4,26.0,24.0,1.0,27.0,24.0,24.0,1.0,29.3,26.0,25.0,1.0,36.4,27.0,24.0
2023-06-01 02:30:00,25.4,36.3,26.4,31.32,25.9,25.9,[25.9],1.0,28.8,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.4,25.0,24.0,1.0,28.8,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 02:35:00,25.3,36.4,26.4,31.2,26.0,26.0,[26.0],1.0,28.4,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 02:40:00,25.5,36.4,26.4,31.2,25.8,25.8,[25.8],1.0,28.4,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.4,25.0,24.0,1.0,28.4,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 02:45:00,25.3,36.3,26.0,31.12,26.1,26.1,[26.1],1.0,28.5,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.0,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,25.0,24.0
2023-06-01 02:50:00,25.0,36.4,26.8,31.4,26.3,26.3,[26.3],1.0,28.7,26.0,24.0,1.0,36.4,26.0,24.0,1.0,26.8,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 02:55:00,25.2,36.4,26.1,31.26,25.9,25.9,[25.9],1.0,28.7,25.0,24.0,1.0,36.4,25.0,24.0,1.0,26.1,25.0,24.0,1.0,28.7,26.0,25.0,1.0,36.4,25.0,24.0
2023-06-01 03:00:00,25.3,36.2,26.1,30.98,25.9,25.9,[25.9],1.0,28.2,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:05:00,25.1,36.2,26.1,30.98,25.8,25.8,[25.8],1.0,28.2,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.1,24.0,24.0,1.0,28.2,25.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:10:00,25.4,36.3,26.3,31.020000000000003,26.3,26.3,[26.3],1.0,28.1,26.0,24.0,1.0,36.3,26.0,24.0,1.0,26.3,26.0,24.0,1.0,28.1,27.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 03:15:00,26.0,36.2,26.7,31.18,25.9,25.9,[25.9],1.0,28.4,26.0,24.0,1.0,36.2,25.0,24.0,1.0,26.7,26.0,24.0,1.0,28.4,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:20:00,25.5,36.2,26.7,31.26,25.9,25.9,[25.9],1.0,28.6,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.7,25.0,24.0,1.0,28.6,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:25:00,25.4,36.3,26.5,31.1,25.9,25.9,[25.9],1.0,28.2,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.2,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 03:30:00,25.3,36.2,26.1,30.9,25.9,25.9,[25.9],1.0,28.0,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.1,25.0,24.0,1.0,28.0,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:35:00,25.4,36.2,26.2,30.84,25.9,25.9,[25.9],1.0,27.8,24.0,24.0,1.0,36.2,26.0,24.0,1.0,26.2,24.0,24.0,1.0,27.8,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:40:00,26.0,36.4,26.5,31.18,26.2,26.2,[26.2],1.0,28.3,25.0,24.0,1.0,36.4,26.0,24.0,1.0,26.5,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.4,26.0,24.0
2023-06-01 03:45:00,25.6,36.3,26.7,31.3,26.1,26.1,[26.1],1.0,28.6,25.0,24.0,1.0,36.3,25.0,24.0,1.0,26.7,24.0,24.0,1.0,28.6,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 03:50:00,26.2,36.2,26.6,31.12,25.4,25.4,[25.4],1.0,28.3,25.0,24.0,1.0,36.2,26.0,24.0,1.0,26.6,25.0,24.0,1.0,28.3,26.0,25.0,1.0,36.2,26.0,24.0
2023-06-01 03:55:00,25.7,36.1,26.0,30.880000000000003,25.7,25.7,[25.7],1.0,28.1,24.0,24.0,1.0,36.1,25.0,24.0,1.0,26.0,24.0,24.0,1.0,28.1,26.0,25.0,1.0,36.1,26.0,24.0
2023-06-01 04:00:00,25.5,36.1,26.4,31.0,25.9,25.9,[25.9],1.0,28.2,26.0,24.0,1.0,36.1,26.0,24.0,1.0,26.4,26.0,24.0,1.0,28.2,26.0,25.0,1.0,36.1,26.0,24.0
2023-06-01 04:05:00,26.1,36.3,26.7,31.26,25.7,25.7,[25.7],1.0,28.5,25.0,24.0,1.0,36.3,26.0,24.0,1.0,26.7,26.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,26.0,24.0
2023-06-01 04:10:00,25.4,36.3,26.7,31.26,25.8,25.8,[25.8],1.0,28.5,24.0,24.0,1.0,36.3,25.0,24.0,1.0,26.7,25.0,24.0,1.0,28.5,26.0,25.0,1.0,36.3,25.0,24.0
