time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3812492_c,3812492_h,3812492_p,3812492_r,3812492_s,3816385_h
2023-05-30 17:30:00,,4.43,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.0,28.0,30.8
2023-05-30 17:35:00,,4.31,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-30 17:40:00,,4.35,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.0,28.0,30.7
2023-05-30 17:45:00,,4.56,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,28.0,28.0,30.7
2023-05-30 17:50:00,,4.33,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-30 17:55:00,,4.26,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-30 18:00:00,,4.29,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-05-30 18:05:00,,4.27,30.6,30.6,30.6,29.3,29.3,[29.3],,30.6,0.54,27.5,28.0,30.6
2023-05-30 18:10:00,,4.26,30.6,30.6,30.6,29.6,29.6,[29.6],,30.6,0.54,27.5,28.0,30.6
2023-05-30 18:15:00,,4.4,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-30 18:20:00,,4.41,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-30 18:25:00,,4.3,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.5,28.0,30.7
2023-05-30 18:30:00,,4.29,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 18:35:00,,4.46,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.0,28.0,30.8
2023-05-30 18:40:00,,4.6,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-30 18:45:00,,4.65,30.6,30.6,30.6,29.3,29.3,[29.3],,30.6,0.54,27.5,28.0,30.6
2023-05-30 18:50:00,,4.39,30.6,30.6,30.6,29.6,29.6,[29.6],,30.6,0.54,28.0,28.0,30.6
2023-05-30 18:55:00,,4.42,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.54,27.0,28.0,30.9
2023-05-30 19:00:00,,4.4,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-30 19:05:00,,4.61,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-05-30 19:10:00,,4.7,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,28.0,28.0,30.8
2023-05-30 19:15:00,,4.45,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 19:20:00,,4.47,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-30 19:25:00,,4.54,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,27.0,28.0,30.7
2023-05-30 19:30:00,,4.48,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,28.0,28.0,30.8
2023-05-30 19:35:00,,4.53,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.54,27.5,28.0,30.9
2023-05-30 19:40:00,,4.46,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-30 19:45:00,,4.67,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-30 19:50:00,,4.67,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.54,28.0,28.0,30.7
2023-05-30 19:55:00,,4.45,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 20:00:00,,4.4,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.0,28.0,30.8
2023-05-30 20:05:00,,4.54,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-30 20:10:00,,4.53,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.5,28.0,30.7
2023-05-30 20:15:00,,4.39,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.54,27.5,28.0,30.9
2023-05-30 20:20:00,,4.37,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-30 20:25:00,,4.46,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-30 20:30:00,,4.51,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-30 20:35:00,,4.33,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-30 20:40:00,,4.49,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 20:45:00,,4.4,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-30 20:50:00,,4.5,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,27.0,28.0,30.7
2023-05-30 20:55:00,,4.72,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,28.0,28.0,30.8
2023-05-30 21:00:00,,4.48,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.54,27.5,28.0,30.9
2023-05-30 21:05:00,,4.63,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-30 21:10:00,,4.5,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-05-30 21:15:00,,4.49,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.55,27.0,28.0,30.7
2023-05-30 21:20:00,,4.42,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 21:25:00,,4.51,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-30 21:30:00,,4.5,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.0,28.0,30.8
2023-05-30 21:35:00,,4.58,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,27.0,28.0,30.7
2023-05-30 21:40:00,,4.37,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.55,27.5,28.0,30.8
2023-05-30 21:45:00,,4.44,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.54,27.0,28.0,30.9
2023-05-30 21:50:00,,4.37,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.0,28.0,30.8
2023-05-30 21:55:00,,4.3,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.55,27.0,28.0,30.7
2023-05-30 22:00:00,,4.35,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.54,28.0,28.0,30.7
2023-05-30 22:05:00,,4.55,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 22:10:00,,4.34,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.0,28.0,30.8
2023-05-30 22:15:00,,4.67,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-30 22:20:00,,4.41,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,28.0,28.0,30.8
2023-05-30 22:25:00,,4.51,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.55,27.5,28.0,30.9
2023-05-30 22:30:00,,4.31,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.0,28.0,30.8
2023-05-30 22:35:00,,4.35,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,26.5,28.0,30.8
2023-05-30 22:40:00,,4.46,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.55,28.0,28.0,30.7
2023-05-30 22:45:00,,4.43,30.9,30.9,30.9,29.6,29.6,[29.6],,30.9,0.55,27.5,28.0,30.9
2023-05-30 22:50:00,,4.45,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.55,27.0,28.0,30.9
2023-05-30 22:55:00,,4.67,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-30 23:00:00,,4.6,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.55,27.5,28.0,30.7
2023-05-30 23:05:00,,4.57,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 23:10:00,,4.41,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.0,28.0,30.8
2023-05-30 23:15:00,,4.46,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.55,27.0,28.0,30.9
2023-05-30 23:20:00,,4.39,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,27.0,28.0,30.7
2023-05-30 23:25:00,,4.27,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,28.0,28.0,30.8
2023-05-30 23:30:00,,4.37,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-30 23:35:00,,,,,,,,,,,,,,
2023-05-30 23:40:00,,4.29,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.55,27.5,28.0,30.9
2023-05-30 23:45:00,,4.32,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-30 23:50:00,,4.23,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.5,28.0,30.9
2023-05-30 23:55:00,,4.48,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.55,27.0,28.0,30.9
2023-05-31 00:00:00,,4.29,,,,29.3,29.3,[29.3],,,0.55,27.0,28.0,
2023-05-31 00:05:00,,4.48,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 00:10:00,,4.45,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.0,28.0,30.8
2023-05-31 00:15:00,,4.22,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 00:20:00,,4.16,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 00:25:00,,4.17,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,28.0,28.0,30.8
2023-05-31 00:30:00,,4.26,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.0,28.0,30.9
2023-05-31 00:35:00,,4.18,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 00:40:00,,4.17,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.5,28.0,30.7
2023-05-31 00:45:00,,4.33,30.8,30.8,30.8,29.6,29.6,[29.6],,30.8,0.54,27.5,28.0,30.8
2023-05-31 00:50:00,,4.21,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-31 00:55:00,,4.13,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-05-31 01:00:00,,4.25,30.6,30.6,30.6,29.2,29.2,[29.2],,30.6,0.54,27.5,28.0,30.6
2023-05-31 01:05:00,,4.22,30.6,30.6,30.6,29.5,29.5,[29.5],,30.6,0.54,27.5,28.0,30.6
2023-05-31 01:10:00,,4.28,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-31 01:15:00,,4.18,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 01:20:00,,4.25,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 01:25:00,,4.16,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,27.5,28.0,30.9
2023-05-31 01:30:00,,4.16,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-31 01:35:00,,4.17,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.0,28.0,30.7
2023-05-31 01:40:00,,4.17,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,28.0,28.0,30.7
2023-05-31 01:45:00,,4.13,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 01:50:00,,4.15,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.0,28.0,30.9
2023-05-31 01:55:00,,4.2,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-05-31 02:00:00,,4.15,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,28.0,28.0,30.8
2023-05-31 02:05:00,,4.14,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 02:10:00,,4.14,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-31 02:15:00,,4.14,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 02:20:00,,4.14,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,,28.0,28.0,30.8
2023-05-31 02:25:00,,4.17,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 02:30:00,,4.15,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.0,28.0,30.9
2023-05-31 02:35:00,,4.14,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.5,28.0,30.8
2023-05-31 02:40:00,,4.15,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.54,28.0,28.0,30.9
2023-05-31 02:45:00,,4.15,31.0,31.0,31.0,29.5,29.5,[29.5],,31.0,0.54,27.0,28.0,31.0
2023-05-31 02:50:00,,4.15,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-31 02:55:00,,4.26,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.55,27.0,28.0,30.8
2023-05-31 03:00:00,,4.14,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,28.0,28.0,30.8
2023-05-31 03:05:00,,4.16,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 03:10:00,,4.15,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 03:15:00,,4.14,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,27.5,28.0,30.7
2023-05-31 03:20:00,,4.22,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 03:25:00,,4.14,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 03:30:00,,4.2,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 03:35:00,,4.17,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.5,28.0,30.7
2023-05-31 03:40:00,,4.13,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 03:45:00,,4.13,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-31 03:50:00,,4.18,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 03:55:00,,4.18,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.5,28.0,30.8
2023-05-31 04:00:00,,4.19,30.8,30.8,30.8,29.5,29.5,[29.5],,30.8,0.54,27.5,28.0,30.8
2023-05-31 04:05:00,,4.26,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.0,28.0,30.8
2023-05-31 04:10:00,,4.21,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.55,27.0,28.0,30.8
2023-05-31 04:15:00,,4.15,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.55,28.0,28.0,30.7
2023-05-31 04:20:00,,4.14,30.9,30.9,30.9,29.5,29.5,[29.5],,30.9,0.55,27.5,28.0,30.9
2023-05-31 04:25:00,,4.17,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-31 04:30:00,,4.32,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.55,27.0,28.0,30.8
2023-05-31 04:35:00,,4.14,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.5,28.0,30.8
2023-05-31 04:40:00,,4.16,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.55,27.5,28.0,30.9
2023-05-31 04:45:00,,4.16,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-05-31 04:50:00,,4.23,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.55,27.0,28.0,30.8
2023-05-31 04:55:00,,4.24,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.5,28.0,30.8
2023-05-31 05:00:00,,4.2,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.55,27.0,28.0,30.9
2023-05-31 05:05:00,,4.22,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.55,27.0,28.0,30.8
2023-05-31 05:10:00,,4.27,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.55,27.5,28.0,30.7
2023-05-31 05:15:00,,4.49,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 05:20:00,,4.2,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.0,28.0,30.8
2023-05-31 05:25:00,,4.2,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 05:30:00,,4.23,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.5,28.0,30.7
2023-05-31 05:35:00,,4.18,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 05:40:00,,4.18,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 05:45:00,,4.27,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.5,28.0,30.7
2023-05-31 05:50:00,,4.21,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,28.0,28.0,30.8
2023-05-31 05:55:00,,4.42,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 06:00:00,,4.23,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,27.0,28.0,30.7
2023-05-31 06:05:00,,4.28,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-05-31 06:10:00,,4.5,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,28.0,28.0,30.7
2023-05-31 06:15:00,,4.24,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.5,28.0,30.8
2023-05-31 06:20:00,,4.43,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.55,27.0,28.0,30.8
2023-05-31 06:25:00,,4.24,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-05-31 06:30:00,,4.39,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,28.0,28.0,30.7
2023-05-31 06:35:00,,4.32,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.55,27.5,28.0,30.8
2023-05-31 06:40:00,,4.42,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-31 06:45:00,,4.82,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.55,27.0,28.0,30.8
2023-05-31 06:50:00,,4.33,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,28.0,28.0,30.7
2023-05-31 06:55:00,,4.46,30.7,30.7,30.7,29.4,29.4,[29.4],,30.7,0.55,27.5,28.0,30.7
2023-05-31 07:00:00,,4.34,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 07:05:00,,4.38,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.55,27.0,28.0,30.7
2023-05-31 07:10:00,,4.38,30.6,30.6,30.6,29.2,29.2,[29.2],,30.6,0.54,28.0,28.0,30.6
2023-05-31 07:15:00,,4.43,30.9,30.9,30.9,29.4,29.4,[29.4],,30.9,0.54,27.5,28.0,30.9
2023-05-31 07:20:00,,4.32,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 07:25:00,,4.27,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.55,27.0,28.0,30.7
2023-05-31 07:30:00,,4.24,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.54,27.5,28.0,30.7
2023-05-31 07:35:00,,4.31,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 07:40:00,,4.36,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 07:45:00,,4.39,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 07:50:00,,4.3,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.5,28.0,30.7
2023-05-31 07:55:00,,4.3,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 08:00:00,,4.34,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.55,27.0,28.0,30.8
2023-05-31 08:05:00,,4.5,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 08:10:00,,4.38,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.5,28.0,30.8
2023-05-31 08:15:00,,4.27,30.8,30.8,30.8,29.4,29.4,[29.4],,30.8,0.54,27.5,28.0,30.8
2023-05-31 08:20:00,,4.55,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.0,28.0,30.9
2023-05-31 08:25:00,,4.28,30.9,30.9,30.9,29.1,29.1,[29.1],,30.9,0.54,27.0,28.0,30.9
2023-05-31 08:30:00,,4.33,30.6,30.6,30.6,29.1,29.1,[29.1],,30.6,0.54,27.5,28.0,30.6
2023-05-31 08:35:00,,4.36,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 08:40:00,,4.42,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 08:45:00,,4.4,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 08:50:00,,4.41,30.8,30.8,30.8,29.0,29.0,[29.0],,30.8,0.54,27.0,28.0,30.8
2023-05-31 08:55:00,,4.51,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,28.0,28.0,30.8
2023-05-31 09:00:00,,4.52,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.5,28.0,30.9
2023-05-31 09:05:00,,4.45,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.54,27.0,28.0,30.9
2023-05-31 09:10:00,,4.24,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.55,27.0,28.0,30.7
2023-05-31 09:15:00,,4.45,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,28.0,28.0,30.7
2023-05-31 09:20:00,,4.46,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 09:25:00,,4.47,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 09:30:00,,4.4,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.55,27.0,28.0,30.8
2023-05-31 09:35:00,,4.45,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.54,27.5,28.0,30.6
2023-05-31 09:40:00,,4.27,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,28.0,28.0,30.8
2023-05-31 09:45:00,,4.35,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 09:50:00,,4.36,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 09:55:00,,4.27,30.8,30.8,30.8,29.0,29.0,[29.0],,30.8,0.55,27.0,28.0,30.8
2023-05-31 10:00:00,,4.24,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.5,28.0,30.8
2023-05-31 10:05:00,,4.62,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.54,27.5,28.0,30.9
2023-05-31 10:10:00,,4.58,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.0,28.0,30.8
2023-05-31 10:15:00,,4.31,30.7,30.7,30.7,29.1,29.1,[29.1],,30.7,0.54,27.0,28.0,30.7
2023-05-31 10:20:00,,4.31,30.6,30.6,30.6,29.0,29.0,[29.0],,30.6,0.54,27.5,28.0,30.6
2023-05-31 10:25:00,,4.48,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 10:30:00,,4.56,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 10:35:00,,4.38,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 10:40:00,,4.38,30.8,30.8,30.8,29.0,29.0,[29.0],,30.8,0.54,27.0,28.0,30.8
2023-05-31 10:45:00,,4.46,30.7,30.7,30.7,29.3,29.3,[29.3],,30.7,0.54,28.0,28.0,30.7
2023-05-31 10:50:00,,4.54,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.5,28.0,30.8
2023-05-31 10:55:00,,4.33,30.9,30.9,30.9,29.2,29.2,[29.2],,30.9,0.55,27.0,28.0,30.9
2023-05-31 11:00:00,,4.8,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.55,27.0,28.0,30.7
2023-05-31 11:05:00,,4.44,30.6,30.6,30.6,28.9,28.9,[28.9],,30.6,0.55,27.0,28.0,30.6
2023-05-31 11:10:00,,4.46,30.8,30.8,30.8,29.2,29.2,[29.2],,30.8,0.54,27.5,28.0,30.8
2023-05-31 11:15:00,,4.49,30.8,30.8,30.8,29.3,29.3,[29.3],,30.8,0.54,27.0,28.0,30.8
2023-05-31 11:20:00,,4.55,30.8,30.8,30.8,29.1,29.1,[29.1],,30.8,0.54,27.0,28.0,30.8
2023-05-31 11:25:00,,4.44,30.7,30.7,30.7,29.0,29.0,[29.0],,30.7,0.54,27.0,28.0,30.7
2023-05-31 11:30:00,,4.27,30.7,30.7,30.7,29.2,29.2,[29.2],,30.7,0.53,27.5,28.0,30.7
2023-05-31 11:35:00,,4.45,30.9,30.9,30.9,29.3,29.3,[29.3],,30.9,0.53,27.5,28.0,30.9
