time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,46061_c,46061_h,46061_r,46061_s,46068_c,46068_h,46068_r,46068_s,46071_c,46071_h,46071_r,46071_s,583987_c,583987_h,583987_r,583987_s,583988_c,583988_h,583988_r,583988_s
2023-05-31 23:35:00,27.1,100.0,24.2,22.0,23.12,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.5,26.0,21.0,1.0,22.9,26.0,21.0,1.0,22.0,26.0,20.0
2023-05-31 23:40:00,27.1,101.0,23.9,21.7,22.94,24.8,24.8,[24.8],1.0,23.9,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.6,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.7,26.0,20.0
2023-05-31 23:45:00,27.1,101.0,23.9,21.6,22.880000000000003,24.8,24.8,[24.8],1.0,23.9,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.1,26.0,21.0,1.0,22.9,26.0,21.0,1.0,21.6,26.0,20.0
2023-05-31 23:50:00,27.1,101.0,24.0,21.8,23.06,24.7,24.7,[24.7],1.0,24.0,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.9,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-05-31 23:55:00,27.1,101.0,24.0,21.8,22.94,24.7,24.7,[24.7],1.0,24.0,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.3,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 00:00:00,27.1,101.0,24.1,21.7,22.98,24.7,24.7,[24.7],1.0,24.1,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.5,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 00:05:00,27.1,101.0,24.1,21.8,22.96,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,23.0,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 00:10:00,27.1,101.0,23.9,21.7,23.0,25.0,25.0,[25.0],1.0,23.9,26.0,19.0,1.0,23.7,27.0,20.0,1.0,23.2,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 00:15:00,27.1,101.0,24.1,21.6,22.9,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,23.4,26.0,20.0,1.0,22.8,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 00:20:00,27.1,101.0,24.1,21.8,23.06,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,23.4,26.0,20.0,1.0,23.5,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 00:25:00,27.0,101.0,24.0,21.8,23.0,24.9,24.9,[24.9],1.0,24.0,25.0,19.0,1.0,23.2,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 00:30:00,27.0,101.0,24.2,22.0,23.08,24.9,24.9,[24.9],1.0,24.2,26.0,19.0,1.0,23.0,27.0,20.0,1.0,23.6,25.0,21.0,1.0,22.6,25.0,21.0,1.0,22.0,27.0,20.0
2023-06-01 00:35:00,27.0,101.0,24.2,21.9,23.120000000000005,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.0,27.0,20.0,1.0,23.6,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 00:40:00,27.0,100.0,24.2,21.9,23.08,24.7,24.7,[24.7],1.0,24.2,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.6,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 00:45:00,27.0,100.0,24.2,21.5,22.96,25.1,25.1,[25.1],1.0,24.2,25.0,19.0,1.0,23.7,27.0,20.0,1.0,23.0,25.0,21.0,1.0,22.4,25.0,21.0,1.0,21.5,27.0,20.0
2023-06-01 00:50:00,27.0,101.0,24.0,21.8,22.94,25.0,25.0,[25.0],1.0,24.0,26.0,19.0,1.0,23.2,26.0,20.0,1.0,23.1,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 00:55:00,27.0,102.0,24.1,21.7,22.98,24.9,24.9,[24.9],1.0,24.1,26.0,19.0,1.0,23.2,27.0,20.0,1.0,23.1,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 01:00:00,27.0,100.0,24.1,21.8,23.1,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,23.1,27.0,20.0,1.0,23.7,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 01:05:00,26.9,101.0,24.1,21.8,22.96,24.8,24.8,[24.8],1.0,24.1,25.0,19.0,1.0,23.1,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 01:10:00,27.0,101.0,23.9,21.6,22.9,24.8,24.8,[24.8],1.0,23.9,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.2,26.0,21.0,1.0,22.9,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 01:15:00,27.0,101.0,24.2,21.8,23.06,24.6,24.6,[24.6],1.0,24.2,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.8,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 01:20:00,27.0,101.0,24.2,21.9,23.02,24.9,24.9,[24.9],1.0,24.2,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.6,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 01:25:00,27.0,101.0,24.2,21.9,23.1,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.3,26.0,20.0,1.0,23.3,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 01:30:00,26.9,101.0,24.1,21.6,22.96,24.8,24.8,[24.8],1.0,24.1,25.0,19.0,1.0,23.3,26.0,20.0,1.0,23.3,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 01:35:00,26.9,101.0,23.8,21.6,22.96,24.9,24.9,[24.9],1.0,23.8,26.0,19.0,1.0,23.0,27.0,20.0,1.0,23.8,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 01:40:00,26.9,101.0,24.2,21.9,23.1,24.8,24.8,[24.8],1.0,24.2,26.0,19.0,1.0,23.0,26.0,20.0,1.0,23.8,26.0,21.0,1.0,22.6,25.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 01:45:00,26.9,101.0,24.0,21.9,23.040000000000003,24.7,24.7,[24.7],1.0,24.0,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.8,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 01:50:00,26.9,101.0,24.1,21.7,22.98,24.7,24.7,[24.7],1.0,24.1,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.5,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 01:55:00,26.9,100.0,24.0,21.7,22.96,24.7,24.7,[24.7],1.0,24.0,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.5,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 02:00:00,26.9,101.0,24.1,21.8,22.94,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.3,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 02:05:00,26.9,103.0,24.1,21.8,23.02,24.7,24.7,[24.7],1.0,24.1,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.6,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 02:10:00,26.9,100.0,24.0,21.8,22.9,24.9,24.9,[24.9],1.0,24.0,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 02:15:00,26.9,101.0,24.2,21.7,23.14,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.6,26.0,20.0,1.0,23.6,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 02:20:00,26.9,100.0,23.9,21.8,22.88,24.9,24.9,[24.9],1.0,23.9,26.0,19.0,1.0,23.1,26.0,20.0,1.0,23.1,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 02:25:00,26.9,101.0,24.0,21.8,23.0,24.8,24.8,[24.8],1.0,24.0,26.0,19.0,1.0,23.0,27.0,20.0,1.0,23.4,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 02:30:00,26.9,102.0,24.2,21.6,23.06,24.7,24.7,[24.7],1.0,24.2,25.0,19.0,1.0,23.0,27.0,20.0,1.0,23.7,26.0,21.0,1.0,22.8,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 02:35:00,26.9,102.0,24.1,21.8,22.96,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,22.8,27.0,20.0,1.0,23.7,25.0,21.0,1.0,22.4,26.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 02:40:00,26.9,101.0,24.1,21.8,23.1,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,23.6,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 02:45:00,26.9,101.0,24.0,21.7,22.94,24.9,24.9,[24.9],1.0,24.0,26.0,19.0,1.0,23.2,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 02:50:00,26.9,101.0,24.2,21.7,22.88,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.0,27.0,20.0,1.0,22.9,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 02:55:00,26.9,101.0,24.2,21.6,22.98,24.7,24.7,[24.7],1.0,24.2,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.7,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 03:00:00,26.8,100.0,23.9,21.6,22.84,24.8,24.8,[24.8],1.0,23.9,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.3,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 03:05:00,26.8,101.0,24.1,21.8,23.08,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.7,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 03:10:00,26.8,101.0,24.0,21.8,22.92,24.8,24.8,[24.8],1.0,24.0,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.2,26.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 03:15:00,26.8,101.0,24.0,21.8,23.04,25.0,25.0,[25.0],1.0,24.0,25.0,19.0,1.0,23.5,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 03:20:00,26.8,100.0,23.9,21.6,23.0,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.5,26.0,20.0,1.0,23.5,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 03:25:00,26.8,100.0,24.1,21.6,22.96,24.8,24.8,[24.8],1.0,24.1,26.0,19.0,1.0,23.1,26.0,20.0,1.0,23.5,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 03:30:00,26.8,102.0,24.1,21.8,23.0,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,23.0,27.0,20.0,1.0,23.4,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 03:35:00,26.8,101.0,24.1,21.6,22.920000000000005,24.7,24.7,[24.7],1.0,24.1,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.4,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 03:40:00,26.8,101.0,23.8,21.7,22.8,24.8,24.8,[24.8],1.0,23.8,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 03:45:00,26.8,99.0,23.9,21.7,22.92,24.8,24.8,[24.8],1.0,23.9,26.0,19.0,1.0,23.1,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 03:50:00,26.8,101.0,23.9,21.7,23.020000000000003,25.0,25.0,[25.0],1.0,23.9,26.0,19.0,1.0,23.6,27.0,20.0,1.0,23.2,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 03:55:00,26.8,101.0,24.2,21.8,23.14,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.6,26.0,20.0,1.0,23.6,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 04:00:00,26.8,101.0,23.9,21.7,22.84,24.8,24.8,[24.8],1.0,23.9,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.1,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 04:05:00,26.8,101.0,23.9,21.6,22.84,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.1,25.0,21.0,1.0,22.6,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 04:10:00,26.8,101.0,24.0,21.7,22.96,24.7,24.7,[24.7],1.0,24.0,26.0,19.0,1.0,23.0,26.0,20.0,1.0,23.5,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 04:15:00,26.8,101.0,23.9,21.6,22.82,24.7,24.7,[24.7],1.0,23.9,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.1,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 04:20:00,26.8,102.0,24.3,22.0,23.140000000000004,24.7,24.7,[24.7],1.0,24.3,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.6,25.0,21.0,1.0,22.9,26.0,21.0,1.0,22.0,26.0,20.0
2023-06-01 04:25:00,26.8,101.0,23.9,21.8,22.9,24.7,24.7,[24.7],1.0,23.9,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.4,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 04:30:00,26.8,100.0,23.9,21.7,23.0,24.7,24.7,[24.7],1.0,23.9,25.0,19.0,1.0,22.8,27.0,20.0,1.0,23.9,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 04:35:00,26.8,100.0,24.2,21.8,23.08,24.6,24.6,[24.6],1.0,24.2,26.0,19.0,1.0,22.7,26.0,20.0,1.0,23.9,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 04:40:00,26.8,100.0,24.2,21.9,22.98,24.8,24.8,[24.8],1.0,24.2,26.0,19.0,1.0,22.7,27.0,20.0,1.0,23.6,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 04:45:00,26.7,100.0,23.9,21.7,23.06,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.3,26.0,20.0,1.0,23.6,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 04:50:00,26.7,100.0,23.9,21.6,22.94,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.5,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 04:55:00,26.7,101.0,24.0,21.9,22.880000000000003,24.9,24.9,[24.9],1.0,24.0,26.0,19.0,1.0,23.1,27.0,20.0,1.0,22.9,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 05:00:00,26.7,101.0,24.3,21.9,23.160000000000004,24.7,24.7,[24.7],1.0,24.3,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.8,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 05:05:00,26.7,100.0,24.0,21.8,23.02,24.8,24.8,[24.8],1.0,24.0,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.7,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 05:10:00,26.7,100.0,24.0,21.6,22.94,24.7,24.7,[24.7],1.0,24.0,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.7,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 05:15:00,26.7,100.0,24.0,21.6,22.880000000000003,24.7,24.7,[24.7],1.0,24.0,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.3,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 05:20:00,26.7,99.0,23.9,21.9,22.94,24.7,24.7,[24.7],1.0,23.9,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.3,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 05:25:00,26.7,100.0,24.2,21.9,23.059999999999995,24.7,24.7,[24.7],1.0,24.2,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.6,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 05:30:00,26.7,100.0,23.9,21.8,22.88,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.1,25.0,21.0,1.0,22.6,26.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 05:35:00,26.7,100.0,24.2,21.6,23.02,25.1,25.1,[25.1],1.0,24.2,25.0,19.0,1.0,23.8,26.0,20.0,1.0,22.9,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 05:40:00,26.7,100.0,24.1,21.6,22.98,24.9,24.9,[24.9],1.0,24.1,25.0,19.0,1.0,23.8,26.0,20.0,1.0,22.9,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 05:45:00,26.7,100.0,24.3,21.9,23.08,24.9,24.9,[24.9],1.0,24.3,26.0,19.0,1.0,23.2,27.0,20.0,1.0,23.5,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 05:50:00,26.8,100.0,24.3,21.9,23.160000000000004,24.8,24.8,[24.8],1.0,24.3,25.0,19.0,1.0,23.2,27.0,20.0,1.0,23.5,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.9,27.0,20.0
2023-06-01 05:55:00,26.8,100.0,24.0,21.7,22.92,24.8,24.8,[24.8],1.0,24.0,25.0,19.0,1.0,23.1,26.0,20.0,1.0,23.3,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:00:00,26.9,100.0,24.1,21.7,22.98,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,22.9,26.0,20.0,1.0,23.5,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:05:00,26.9,102.0,23.9,21.7,22.9,24.7,24.7,[24.7],1.0,23.9,26.0,19.0,1.0,22.9,26.0,20.0,1.0,23.4,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:10:00,26.9,101.0,24.3,21.7,22.88,24.7,24.7,[24.7],1.0,24.3,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.0,25.0,21.0,1.0,22.6,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 06:15:00,27.0,101.0,24.3,22.0,23.06,24.7,24.7,[24.7],1.0,24.3,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.9,26.0,21.0,1.0,22.0,26.0,20.0
2023-06-01 06:20:00,27.0,100.0,24.2,21.7,22.94,24.7,24.7,[24.7],1.0,24.2,25.0,19.0,1.0,22.8,27.0,20.0,1.0,23.2,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:25:00,27.1,100.0,23.9,21.8,23.02,24.6,24.6,[24.6],1.0,23.9,26.0,19.0,1.0,22.8,26.0,20.0,1.0,23.8,26.0,21.0,1.0,22.8,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 06:30:00,27.1,100.0,24.1,21.7,22.9,24.7,24.7,[24.7],1.0,24.1,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.3,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:35:00,27.2,100.0,24.1,21.7,22.98,24.6,24.6,[24.6],1.0,24.1,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.5,25.0,21.0,1.0,22.8,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:40:00,27.2,100.0,24.0,21.7,22.94,24.7,24.7,[24.7],1.0,24.0,25.0,19.0,1.0,23.1,26.0,20.0,1.0,23.4,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 06:45:00,27.3,99.0,23.9,21.6,22.8,24.9,24.9,[24.9],1.0,23.9,25.0,19.0,1.0,23.1,26.0,20.0,1.0,23.0,25.0,21.0,1.0,22.4,25.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 06:50:00,27.3,100.0,24.2,21.6,22.98,24.9,24.9,[24.9],1.0,24.2,26.0,19.0,1.0,23.8,26.0,20.0,1.0,22.8,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 06:55:00,27.3,99.0,24.2,22.0,23.04,24.9,24.9,[24.9],1.0,24.2,26.0,19.0,1.0,23.2,27.0,20.0,1.0,22.8,26.0,21.0,1.0,23.0,26.0,21.0,1.0,22.0,27.0,20.0
2023-06-01 07:00:00,27.3,100.0,24.2,22.0,23.14,24.9,24.9,[24.9],1.0,24.2,25.0,19.0,1.0,23.2,26.0,20.0,1.0,23.8,25.0,21.0,1.0,22.5,25.0,21.0,1.0,22.0,26.0,20.0
2023-06-01 07:05:00,27.3,100.0,23.9,21.6,22.880000000000003,24.7,24.7,[24.7],1.0,23.9,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.4,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 07:10:00,27.4,100.0,23.9,21.6,22.8,24.8,24.8,[24.8],1.0,23.9,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.0,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.6,27.0,20.0
2023-06-01 07:15:00,27.4,100.0,24.3,21.7,23.12,24.7,24.7,[24.7],1.0,24.3,26.0,19.0,1.0,22.9,26.0,20.0,1.0,23.8,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 07:20:00,27.5,100.0,24.2,21.7,23.020000000000003,24.8,24.8,[24.8],1.0,24.2,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.7,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 07:25:00,27.5,100.0,24.2,21.7,23.04,24.7,24.7,[24.7],1.0,24.2,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.9,26.0,21.0,1.0,22.5,26.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 07:30:00,27.6,100.0,23.9,21.8,22.88,24.6,24.6,[24.6],1.0,23.9,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.4,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 07:35:00,27.6,100.0,24.0,21.8,22.94,24.6,24.6,[24.6],1.0,24.0,26.0,19.0,1.0,22.8,27.0,20.0,1.0,23.4,26.0,21.0,1.0,22.7,26.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 07:40:00,27.5,100.0,24.1,21.8,23.0,24.6,24.6,[24.6],1.0,24.1,26.0,19.0,1.0,22.7,26.0,20.0,1.0,23.7,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 07:45:00,27.5,100.0,23.9,21.8,22.86,24.7,24.7,[24.7],1.0,23.9,25.0,19.0,1.0,22.7,27.0,20.0,1.0,23.2,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 07:50:00,27.6,100.0,23.7,21.5,22.74,24.6,24.6,[24.6],1.0,23.7,25.0,19.0,1.0,22.8,26.0,20.0,1.0,23.1,26.0,21.0,1.0,22.6,26.0,21.0,1.0,21.5,26.0,20.0
2023-06-01 07:55:00,27.6,100.0,24.1,21.5,22.92,24.9,24.9,[24.9],1.0,24.1,26.0,19.0,1.0,23.7,26.0,20.0,1.0,22.9,25.0,21.0,1.0,22.4,25.0,21.0,1.0,21.5,27.0,20.0
2023-06-01 08:00:00,27.7,100.0,24.2,21.7,23.0,25.0,25.0,[25.0],1.0,24.2,26.0,19.0,1.0,23.7,26.0,20.0,1.0,22.9,25.0,21.0,1.0,22.5,25.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 08:05:00,27.7,100.0,24.2,21.7,23.1,25.0,25.0,[25.0],1.0,24.2,26.0,19.0,1.0,23.6,26.0,20.0,1.0,23.2,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.7,27.0,20.0
2023-06-01 08:10:00,27.7,101.0,24.1,21.8,23.020000000000003,25.0,25.0,[25.0],1.0,24.1,25.0,19.0,1.0,23.3,26.0,20.0,1.0,23.2,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.8,27.0,20.0
2023-06-01 08:15:00,27.7,100.0,24.1,21.7,22.92,24.8,24.8,[24.8],1.0,24.1,25.0,19.0,1.0,23.0,26.0,20.0,1.0,23.1,25.0,21.0,1.0,22.7,25.0,21.0,1.0,21.7,26.0,20.0
2023-06-01 08:20:00,27.8,100.0,24.3,21.6,23.1,24.9,24.9,[24.9],1.0,24.3,26.0,19.0,1.0,23.0,27.0,20.0,1.0,23.7,26.0,21.0,1.0,22.9,26.0,21.0,1.0,21.6,26.0,20.0
2023-06-01 08:25:00,27.8,100.0,24.3,21.8,23.020000000000003,24.8,24.8,[24.8],1.0,24.3,26.0,19.0,1.0,22.9,27.0,20.0,1.0,23.2,25.0,21.0,1.0,22.9,25.0,21.0,1.0,21.8,26.0,20.0
2023-06-01 08:30:00,27.8,101.0,24.1,21.9,23.059999999999995,24.8,24.8,[24.8],1.0,24.1,25.0,19.0,1.0,22.9,27.0,20.0,1.0,23.6,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.9,26.0,20.0
2023-06-01 08:35:00,27.9,100.0,24.1,21.6,23.0,24.7,24.7,[24.7],1.0,24.1,25.0,19.0,1.0,22.9,26.0,20.0,1.0,23.6,26.0,21.0,1.0,22.8,26.0,21.0,1.0,21.6,26.0,20.0
