time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,43294_c,43294_p,43294_r,43294_s,43295_c,43295_h,43295_p,43295_r,43295_s
2023-06-02 20:55:00,30.7,26.0,30.5,30.5,30.5,25.6,25.6,[25.6],1.0,3.99,25.5,26.0,1.0,30.5,25.68,25.4,26.0
2023-06-02 21:00:00,30.7,26.0,30.4,30.4,30.4,25.7,25.7,[25.7],1.0,3.99,25.3,26.0,1.0,30.4,25.68,25.3,26.0
2023-06-02 21:05:00,30.7,26.0,30.5,30.5,30.5,25.7,25.7,[25.7],1.0,3.99,25.2,26.0,1.0,30.5,25.5,25.2,26.0
2023-06-02 21:10:00,30.6,26.0,30.6,30.6,30.6,25.7,25.7,[25.7],1.0,3.99,26.1,26.0,1.0,30.6,2.52,26.0,26.0
2023-06-02 21:15:00,30.6,26.0,30.3,30.3,30.3,25.1,25.1,[25.1],1.0,45.81,24.4,26.0,1.0,30.3,25.68,23.2,26.0
2023-06-02 21:20:00,30.6,26.0,30.3,30.3,30.3,25.0,25.0,[25.0],1.0,3.99,24.7,26.0,1.0,30.3,25.62,24.2,26.0
2023-06-02 21:25:00,30.5,26.0,30.1,30.1,30.1,25.3,25.3,[25.3],1.0,3.98,24.8,26.0,1.0,30.1,2.52,25.0,26.0
2023-06-02 21:30:00,30.5,26.0,30.3,30.3,30.3,25.2,25.2,[25.2],1.0,45.82,24.9,26.0,1.0,30.3,25.38,23.7,26.0
2023-06-02 21:35:00,30.5,26.0,30.3,30.3,30.3,24.9,24.9,[24.9],1.0,3.99,24.7,26.0,1.0,30.3,25.62,24.3,26.0
2023-06-02 21:40:00,30.5,26.0,29.7,29.7,29.7,25.1,25.1,[25.1],1.0,3.99,24.6,26.0,1.0,29.7,25.38,24.6,26.0
2023-06-02 21:45:00,30.4,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,49.82,25.7,26.0,1.0,30.4,24.3,24.9,26.0
2023-06-02 21:50:00,30.4,26.0,29.6,29.6,29.6,24.7,24.7,[24.7],1.0,3.99,24.4,26.0,1.0,29.6,25.56,23.3,26.0
2023-06-02 21:55:00,30.3,26.0,29.7,29.7,29.7,25.0,25.0,[25.0],1.0,3.99,24.8,26.0,1.0,29.7,2.52,24.4,26.0
2023-06-02 22:00:00,30.3,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,45.82,25.1,26.0,1.0,30.3,25.38,25.0,26.0
2023-06-02 22:05:00,30.3,26.0,30.3,30.3,30.3,24.7,24.7,[24.7],1.0,3.99,24.3,26.0,1.0,30.3,24.6,23.4,26.0
2023-06-02 22:10:00,30.2,26.0,29.5,29.5,29.5,25.0,25.0,[25.0],1.0,3.99,25.1,26.0,1.0,29.5,2.52,24.9,26.0
2023-06-02 22:15:00,30.2,26.0,29.6,29.6,29.6,25.3,25.3,[25.3],1.0,43.83,25.7,26.0,1.0,29.6,25.2,25.3,26.0
2023-06-02 22:20:00,30.1,26.0,30.2,30.2,30.2,24.8,24.8,[24.8],1.0,3.98,24.3,26.0,1.0,30.2,25.32,23.8,26.0
2023-06-02 22:25:00,30.1,26.0,29.6,29.6,29.6,25.0,25.0,[25.0],1.0,3.98,24.6,26.0,1.0,29.6,2.82,24.5,26.0
2023-06-02 22:30:00,29.9,26.0,29.7,29.7,29.7,25.2,25.2,[25.2],1.0,45.82,25.4,26.0,1.0,29.7,25.14,24.5,26.0
2023-06-02 22:35:00,30.0,26.0,30.2,30.2,30.2,24.8,24.8,[24.8],1.0,3.98,24.4,26.0,1.0,30.2,25.44,24.0,26.0
2023-06-02 22:40:00,30.0,26.0,29.6,29.6,29.6,25.0,25.0,[25.0],1.0,3.98,24.7,26.0,1.0,29.6,3.96,24.8,26.0
2023-06-02 22:45:00,29.9,26.0,29.7,29.7,29.7,25.2,25.2,[25.2],1.0,45.81,25.1,26.0,1.0,29.7,25.38,24.0,26.0
2023-06-02 22:50:00,29.9,26.0,30.2,30.2,30.2,24.6,24.6,[24.6],1.0,3.98,24.3,26.0,1.0,30.2,25.56,23.4,26.0
2023-06-02 22:55:00,29.9,26.0,29.4,29.4,29.4,24.9,24.9,[24.9],1.0,3.98,25.4,26.0,1.0,29.4,2.52,25.2,26.0
2023-06-02 23:00:00,29.9,26.0,29.6,29.6,29.6,25.1,25.1,[25.1],1.0,45.81,24.7,26.0,1.0,29.6,25.02,24.1,26.0
2023-06-02 23:05:00,29.9,26.0,30.1,30.1,30.1,24.8,24.8,[24.8],1.0,3.98,24.6,26.0,1.0,30.1,25.32,24.0,26.0
2023-06-02 23:10:00,29.8,26.0,29.5,29.5,29.5,25.0,25.0,[25.0],1.0,3.98,25.2,26.0,1.0,29.5,2.52,25.1,26.0
2023-06-02 23:15:00,29.8,26.0,29.8,29.8,29.8,25.4,25.4,[25.4],1.0,3.98,25.4,26.0,1.0,29.8,25.74,25.5,26.0
2023-06-02 23:20:00,29.8,26.0,30.4,30.4,30.4,25.5,25.5,[25.5],1.0,3.98,25.1,26.0,1.0,30.4,25.8,25.1,26.0
2023-06-02 23:25:00,29.6,26.0,30.4,30.4,30.4,25.5,25.5,[25.5],1.0,3.98,25.7,26.0,1.0,30.4,2.52,25.6,26.0
2023-06-02 23:30:00,29.6,26.0,30.6,30.6,30.6,25.2,25.2,[25.2],1.0,44.8,24.7,26.0,1.0,30.6,24.48,23.5,26.0
2023-06-02 23:35:00,29.6,26.0,30.6,30.6,30.6,24.8,24.8,[24.8],1.0,3.98,24.5,26.0,1.0,30.6,25.38,24.0,26.0
2023-06-02 23:40:00,29.6,26.0,29.8,29.8,29.8,25.1,25.1,[25.1],1.0,3.98,25.1,26.0,1.0,29.8,2.52,25.2,26.0
2023-06-02 23:45:00,29.6,26.0,30.0,30.0,30.0,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,30.0,24.66,25.4,26.0
2023-06-02 23:50:00,29.6,26.0,30.5,30.5,30.5,25.5,25.5,[25.5],1.0,3.98,25.0,26.0,1.0,30.5,25.44,25.1,26.0
2023-06-02 23:55:00,29.5,26.0,30.5,30.5,30.5,25.6,25.6,[25.6],1.0,3.98,26.2,26.0,1.0,30.5,26.76,26.1,26.0
2023-06-03 00:00:00,29.5,26.0,30.6,30.6,30.6,24.8,24.8,[24.8],1.0,3.98,24.0,26.0,1.0,30.6,25.08,22.9,26.0
2023-06-03 00:05:00,29.5,26.0,29.8,29.8,29.8,24.9,24.9,[24.9],1.0,3.98,25.4,26.0,1.0,29.8,2.52,25.1,26.0
2023-06-03 00:10:00,29.4,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,30.4,24.9,25.3,26.0
2023-06-03 00:15:00,29.3,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,24.9,26.0,1.0,30.4,25.86,25.1,26.0
2023-06-03 00:20:00,,,,,,,,,,,,,,,,,
2023-06-03 00:25:00,29.3,26.0,30.5,30.5,30.5,24.9,24.9,[24.9],1.0,5.0,24.1,26.0,1.0,30.5,25.44,22.9,26.0
2023-06-03 00:30:00,29.3,26.0,30.1,30.1,30.1,24.9,24.9,[24.9],1.0,3.98,25.1,26.0,1.0,30.1,2.52,24.8,26.0
2023-06-03 00:35:00,29.2,26.0,29.8,29.8,29.8,25.2,25.2,[25.2],1.0,44.8,25.6,26.0,1.0,29.8,24.9,26.0,26.0
2023-06-03 00:40:00,29.2,26.0,30.3,30.3,30.3,24.6,24.6,[24.6],1.0,3.98,24.2,26.0,1.0,30.3,24.54,23.1,26.0
2023-06-03 00:45:00,29.2,26.0,29.6,29.6,29.6,24.8,24.8,[24.8],1.0,3.98,24.9,26.0,1.0,29.6,2.52,24.5,26.0
2023-06-03 00:50:00,29.2,26.0,29.6,29.6,29.6,25.2,25.2,[25.2],1.0,44.8,25.6,26.0,1.0,29.6,25.56,24.8,26.0
2023-06-03 00:55:00,29.2,26.0,30.2,30.2,30.2,24.7,24.7,[24.7],1.0,3.98,24.3,26.0,1.0,30.2,25.68,23.9,26.0
2023-06-03 01:00:00,29.2,26.0,29.5,29.5,29.5,25.0,25.0,[25.0],1.0,3.98,25.4,26.0,1.0,29.5,2.52,25.2,26.0
2023-06-03 01:05:00,29.1,26.0,29.7,29.7,29.7,25.3,25.3,[25.3],1.0,3.98,25.2,26.0,1.0,29.7,25.26,25.3,26.0
2023-06-03 01:10:00,29.0,26.0,30.2,30.2,30.2,25.3,25.3,[25.3],1.0,3.98,24.7,26.0,1.0,30.2,25.56,24.9,26.0
2023-06-03 01:15:00,29.1,26.0,30.3,30.3,30.3,25.6,25.6,[25.6],1.0,3.98,26.3,26.0,1.0,30.3,2.52,26.2,26.0
2023-06-03 01:20:00,29.1,26.0,30.6,30.6,30.6,24.8,24.8,[24.8],1.0,3.98,24.2,26.0,1.0,30.6,24.54,23.2,26.0
2023-06-03 01:25:00,29.0,26.0,30.0,30.0,30.0,24.9,24.9,[24.9],1.0,3.98,24.6,26.0,1.0,30.0,25.8,24.4,26.0
2023-06-03 01:30:00,29.0,26.0,29.8,29.8,29.8,25.3,25.3,[25.3],1.0,3.98,26.3,26.0,1.0,29.8,2.52,26.0,26.0
2023-06-03 01:35:00,28.9,26.0,29.7,29.7,29.7,24.6,24.6,[24.6],1.0,3.98,24.3,26.0,1.0,29.7,24.84,23.1,26.0
2023-06-03 01:40:00,28.9,26.0,29.7,29.7,29.7,24.8,24.8,[24.8],1.0,3.98,24.7,26.0,1.0,29.7,2.58,24.6,26.0
2023-06-03 01:45:00,28.8,26.0,29.7,29.7,29.7,25.2,25.2,[25.2],1.0,45.81,25.7,26.0,1.0,29.7,25.62,25.6,26.0
2023-06-03 01:50:00,28.8,26.0,30.3,30.3,30.3,24.6,24.6,[24.6],1.0,3.98,24.3,26.0,1.0,30.3,24.96,23.7,26.0
2023-06-03 01:55:00,28.8,26.0,29.6,29.6,29.6,25.0,25.0,[25.0],1.0,3.98,25.8,26.0,1.0,29.6,2.52,25.6,26.0
2023-06-03 02:00:00,28.8,26.0,29.8,29.8,29.8,25.3,25.3,[25.3],1.0,3.98,25.1,26.0,1.0,29.8,25.56,25.1,26.0
2023-06-03 02:05:00,28.8,26.0,30.2,30.2,30.2,25.3,25.3,[25.3],1.0,3.98,24.8,26.0,1.0,30.2,24.84,24.9,26.0
2023-06-03 02:10:00,28.8,26.0,30.3,30.3,30.3,25.4,25.4,[25.4],1.0,3.98,26.4,26.0,1.0,30.3,2.52,25.9,26.0
2023-06-03 02:15:00,28.7,26.0,30.5,30.5,30.5,24.7,24.7,[24.7],1.0,44.8,24.1,26.0,1.0,30.5,25.74,22.7,26.0
2023-06-03 02:20:00,28.7,26.0,30.0,30.0,30.0,24.7,24.7,[24.7],1.0,3.98,24.4,26.0,1.0,30.0,25.56,24.2,26.0
2023-06-03 02:25:00,28.7,26.0,29.6,29.6,29.6,25.0,25.0,[25.0],1.0,3.98,24.5,26.0,1.0,29.6,2.52,24.2,26.0
2023-06-03 02:30:00,28.7,26.0,29.9,29.9,29.9,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,29.9,25.74,25.3,26.0
2023-06-03 02:35:00,28.7,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,30.4,25.74,25.3,26.0
2023-06-03 02:40:00,28.6,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.0,26.0,1.0,30.4,2.52,25.0,26.0
2023-06-03 02:45:00,28.6,26.0,30.4,30.4,30.4,25.0,25.0,[25.0],1.0,44.8,24.6,26.0,1.0,30.4,25.44,23.4,26.0
2023-06-03 02:50:00,28.6,26.0,30.3,30.3,30.3,24.7,24.7,[24.7],1.0,3.98,24.5,26.0,1.0,30.3,25.86,23.8,26.0
2023-06-03 02:55:00,28.4,26.0,29.7,29.7,29.7,25.0,25.0,[25.0],1.0,3.98,25.2,26.0,1.0,29.7,2.52,25.0,26.0
2023-06-03 03:00:00,28.3,26.0,30.0,30.0,30.0,24.8,24.8,[24.8],1.0,5.99,24.7,26.0,1.0,30.0,25.68,23.5,26.0
2023-06-03 03:05:00,28.3,26.0,30.0,30.0,30.0,24.7,24.7,[24.7],1.0,3.98,24.5,26.0,1.0,30.0,25.2,24.1,26.0
2023-06-03 03:10:00,28.2,26.0,29.6,29.6,29.6,25.1,25.1,[25.1],1.0,3.98,25.6,26.0,1.0,29.6,2.52,25.5,26.0
2023-06-03 03:15:00,28.2,26.0,30.0,30.0,30.0,24.7,24.7,[24.7],1.0,3.98,24.1,26.0,1.0,30.0,24.54,23.1,26.0
2023-06-03 03:20:00,28.4,26.0,29.8,29.8,29.8,24.7,24.7,[24.7],1.0,3.98,24.1,26.0,1.0,29.8,2.7,24.5,26.0
2023-06-03 03:25:00,28.4,26.0,29.5,29.5,29.5,25.2,25.2,[25.2],1.0,3.98,25.2,26.0,1.0,29.5,25.08,25.3,26.0
2023-06-03 03:30:00,28.3,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,24.7,26.0,1.0,30.3,24.84,25.0,26.0
2023-06-03 03:35:00,28.4,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,25.5,26.0,1.0,30.3,2.52,25.1,26.0
2023-06-03 03:40:00,28.4,26.0,30.3,30.3,30.3,24.9,24.9,[24.9],1.0,46.8,24.3,26.0,1.0,30.3,24.54,23.2,26.0
2023-06-03 03:45:00,28.4,26.0,30.2,30.2,30.2,24.7,24.7,[24.7],1.0,3.98,24.4,26.0,1.0,30.2,2.52,24.4,26.0
2023-06-03 03:50:00,28.4,26.0,29.7,29.7,29.7,25.2,25.2,[25.2],1.0,3.98,25.0,26.0,1.0,29.7,25.68,25.4,26.0
2023-06-03 03:55:00,28.3,26.0,30.2,30.2,30.2,25.3,25.3,[25.3],1.0,3.98,24.9,26.0,1.0,30.2,24.6,24.9,26.0
2023-06-03 04:00:00,28.3,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,25.6,26.0,1.0,30.3,2.52,25.6,26.0
2023-06-03 04:05:00,28.3,26.0,30.4,30.4,30.4,25.1,25.1,[25.1],1.0,46.8,24.4,26.0,1.0,30.4,24.66,24.5,26.0
2023-06-03 04:10:00,28.2,26.0,30.4,30.4,30.4,24.6,24.6,[24.6],1.0,3.98,24.5,26.0,1.0,30.4,24.96,23.9,26.0
2023-06-03 04:15:00,28.3,26.0,29.6,29.6,29.6,25.1,25.1,[25.1],1.0,3.98,26.0,26.0,1.0,29.6,24.78,25.6,26.0
2023-06-03 04:20:00,28.3,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,25.2,26.0,1.0,30.3,24.6,25.1,26.0
2023-06-03 04:25:00,28.3,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,24.9,26.0,1.0,30.3,2.7,25.0,26.0
2023-06-03 04:30:00,28.3,26.0,30.4,30.4,30.4,25.3,25.3,[25.3],1.0,44.79,25.1,26.0,1.0,30.4,24.54,24.1,26.0
2023-06-03 04:35:00,28.3,26.0,30.7,30.7,30.7,24.6,24.6,[24.6],1.0,3.98,24.1,26.0,1.0,30.7,25.56,23.6,26.0
2023-06-03 04:40:00,28.3,26.0,29.7,29.7,29.7,24.9,24.9,[24.9],1.0,3.98,25.8,26.0,1.0,29.7,2.52,25.2,26.0
2023-06-03 04:45:00,28.2,26.0,29.8,29.8,29.8,24.7,24.7,[24.7],1.0,44.79,24.2,26.0,1.0,29.8,25.68,22.9,26.0
2023-06-03 04:50:00,28.2,26.0,29.8,29.8,29.8,24.7,24.7,[24.7],1.0,3.98,24.4,26.0,1.0,29.8,24.84,24.3,26.0
2023-06-03 04:55:00,28.2,26.0,30.0,30.0,30.0,25.1,25.1,[25.1],1.0,3.98,26.2,26.0,1.0,30.0,27.06,25.9,26.0
2023-06-03 05:00:00,28.2,26.0,30.0,30.0,30.0,25.3,25.3,[25.3],1.0,3.98,25.2,26.0,1.0,30.0,25.5,25.1,26.0
2023-06-03 05:05:00,28.2,26.0,30.3,30.3,30.3,25.3,25.3,[25.3],1.0,3.98,24.7,26.0,1.0,30.3,24.66,24.9,26.0
2023-06-03 05:10:00,28.1,26.0,30.3,30.3,30.3,25.4,25.4,[25.4],1.0,3.98,26.1,26.0,1.0,30.3,2.52,26.0,26.0
2023-06-03 05:15:00,28.0,26.0,30.5,30.5,30.5,24.7,24.7,[24.7],1.0,5.99,24.0,26.0,1.0,30.5,25.68,23.0,26.0
2023-06-03 05:20:00,28.0,26.0,30.0,30.0,30.0,24.7,24.7,[24.7],1.0,3.98,24.4,26.0,1.0,30.0,24.6,24.3,26.0
2023-06-03 05:25:00,28.0,26.0,29.7,29.7,29.7,25.1,25.1,[25.1],1.0,3.98,26.2,26.0,1.0,29.7,2.52,26.0,26.0
2023-06-03 05:30:00,27.9,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.1,26.0,1.0,30.4,25.86,25.2,26.0
2023-06-03 05:35:00,28.0,26.0,30.4,30.4,30.4,25.3,25.3,[25.3],1.0,3.98,24.9,26.0,1.0,30.4,25.2,24.9,26.0
2023-06-03 05:40:00,28.0,26.0,30.4,30.4,30.4,25.5,25.5,[25.5],1.0,3.98,24.9,26.0,1.0,30.4,24.24,26.1,26.0
2023-06-03 05:45:00,28.0,26.0,30.8,30.8,30.8,25.5,25.5,[25.5],1.0,3.98,25.3,26.0,1.0,30.8,25.38,25.3,26.0
2023-06-03 05:50:00,28.0,26.0,30.8,30.8,30.8,25.5,25.5,[25.5],1.0,3.98,24.8,26.0,1.0,30.8,25.86,25.1,26.0
2023-06-03 05:55:00,28.1,26.0,30.7,30.7,30.7,25.7,25.7,[25.7],1.0,3.98,26.6,26.0,1.0,30.7,2.52,26.4,26.0
2023-06-03 06:00:00,28.2,26.0,30.9,30.9,30.9,24.8,24.8,[24.8],1.0,3.98,24.1,26.0,1.0,30.9,24.72,23.0,26.0
2023-06-03 06:05:00,28.3,26.0,30.2,30.2,30.2,24.8,24.8,[24.8],1.0,3.98,24.6,26.0,1.0,30.2,25.68,24.4,26.0
2023-06-03 06:10:00,28.3,26.0,30.4,30.4,30.4,25.2,25.2,[25.2],1.0,44.8,25.9,26.0,1.0,30.4,24.6,25.3,26.0
2023-06-03 06:15:00,28.4,26.0,30.4,30.4,30.4,24.4,24.4,[24.4],1.0,3.98,23.9,26.0,1.0,30.4,25.62,23.2,26.0
2023-06-03 06:20:00,28.4,26.0,29.5,29.5,29.5,24.8,24.8,[24.8],1.0,3.98,25.5,26.0,1.0,29.5,2.52,25.3,26.0
2023-06-03 06:25:00,28.4,26.0,29.6,29.6,29.6,25.2,25.2,[25.2],1.0,3.98,25.1,26.0,1.0,29.6,25.62,25.1,26.0
2023-06-03 06:30:00,28.4,26.0,30.1,30.1,30.1,25.2,25.2,[25.2],1.0,3.98,24.9,26.0,1.0,30.1,25.5,24.9,26.0
2023-06-03 06:35:00,28.4,26.0,30.2,30.2,30.2,25.3,25.3,[25.3],1.0,3.98,25.9,26.0,1.0,30.2,2.52,25.8,26.0
2023-06-03 06:40:00,28.4,26.0,30.3,30.3,30.3,24.8,24.8,[24.8],1.0,5.0,24.0,26.0,1.0,30.3,24.48,24.2,26.0
2023-06-03 06:45:00,28.5,26.0,30.1,30.1,30.1,24.8,24.8,[24.8],1.0,3.98,24.6,26.0,1.0,30.1,25.38,24.4,26.0
2023-06-03 06:50:00,28.6,26.0,30.2,30.2,30.2,25.2,25.2,[25.2],1.0,3.98,26.2,26.0,1.0,30.2,22.44,26.1,26.0
2023-06-03 06:55:00,28.6,26.0,30.2,30.2,30.2,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,30.2,24.54,25.2,26.0
2023-06-03 07:00:00,28.7,26.0,30.5,30.5,30.5,25.3,25.3,[25.3],1.0,3.98,24.9,26.0,1.0,30.5,25.26,25.0,26.0
2023-06-03 07:05:00,28.7,26.0,30.4,30.4,30.4,25.5,25.5,[25.5],1.0,3.98,26.2,26.0,1.0,30.4,23.88,26.1,26.0
2023-06-03 07:10:00,28.8,26.0,30.7,30.7,30.7,25.6,25.6,[25.6],1.0,3.98,25.2,26.0,1.0,30.7,25.08,26.1,26.0
2023-06-03 07:15:00,28.9,26.0,30.8,30.8,30.8,25.5,25.5,[25.5],1.0,3.98,24.9,26.0,1.0,30.8,24.66,25.2,26.0
2023-06-03 07:20:00,29.0,26.0,30.7,30.7,30.7,25.6,25.6,[25.6],1.0,3.98,26.6,26.0,1.0,30.7,25.02,26.5,26.0
2023-06-03 07:25:00,29.2,26.0,30.9,30.9,30.9,24.9,24.9,[24.9],1.0,45.82,24.0,26.0,1.0,30.9,25.68,22.9,26.0
2023-06-03 07:30:00,29.4,26.0,30.2,30.2,30.2,24.8,24.8,[24.8],1.0,3.98,24.7,26.0,1.0,30.2,25.68,24.4,26.0
2023-06-03 07:35:00,29.4,26.0,29.8,29.8,29.8,25.2,25.2,[25.2],1.0,3.98,26.1,26.0,1.0,29.8,24.9,25.6,26.0
2023-06-03 07:40:00,29.4,26.0,29.7,29.7,29.7,24.7,24.7,[24.7],1.0,3.98,24.4,26.0,1.0,29.7,25.62,24.1,26.0
2023-06-03 07:45:00,29.3,26.0,29.7,29.7,29.7,24.8,24.8,[24.8],1.0,3.98,24.4,26.0,1.0,29.7,2.52,24.9,26.0
2023-06-03 07:50:00,29.3,26.0,29.8,29.8,29.8,25.2,25.2,[25.2],1.0,3.98,25.2,26.0,1.0,29.8,24.78,25.3,26.0
2023-06-03 07:55:00,29.3,26.0,30.2,30.2,30.2,25.3,25.3,[25.3],1.0,3.98,25.0,26.0,1.0,30.2,25.44,25.0,26.0
2023-06-03 08:00:00,29.3,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,26.1,26.0,1.0,30.4,2.52,26.0,26.0
2023-06-03 08:05:00,29.3,26.0,30.6,30.6,30.6,25.6,25.6,[25.6],1.0,3.98,25.5,26.0,1.0,30.6,24.54,25.6,26.0
2023-06-03 08:10:00,29.3,26.0,30.8,30.8,30.8,25.6,25.6,[25.6],1.0,3.98,25.1,26.0,1.0,30.8,25.08,25.2,26.0
2023-06-03 08:15:00,29.3,26.0,30.8,30.8,30.8,25.4,25.4,[25.4],1.0,3.98,24.8,26.0,1.0,30.8,25.38,25.1,26.0
2023-06-03 08:20:00,29.2,26.0,30.6,30.6,30.6,25.6,25.6,[25.6],1.0,41.83,24.8,26.0,1.0,30.6,24.06,25.3,26.0
2023-06-03 08:25:00,29.0,26.0,30.9,30.9,30.9,24.8,24.8,[24.8],1.0,3.98,24.4,26.0,1.0,30.9,25.14,23.8,26.0
2023-06-03 08:30:00,28.8,26.0,30.1,30.1,30.1,25.0,25.0,[25.0],1.0,3.98,24.5,26.0,1.0,30.1,3.6,24.5,26.0
2023-06-03 08:35:00,29.0,26.0,30.0,30.0,30.0,25.4,25.4,[25.4],1.0,3.98,25.8,26.0,1.0,30.0,25.44,25.8,26.0
2023-06-03 08:40:00,28.9,26.0,30.5,30.5,30.5,25.5,25.5,[25.5],1.0,3.98,25.4,26.0,1.0,30.5,25.32,25.5,26.0
2023-06-03 08:45:00,29.1,26.0,30.7,30.7,30.7,25.4,25.4,[25.4],1.0,3.98,25.0,26.0,1.0,30.7,25.32,25.0,26.0
2023-06-03 08:50:00,29.2,26.0,30.6,30.6,30.6,25.5,25.5,[25.5],1.0,44.83,25.7,26.0,1.0,30.6,26.16,26.1,26.0
2023-06-03 08:55:00,29.3,26.0,29.9,29.9,29.9,24.7,24.7,[24.7],1.0,3.98,24.3,26.0,1.0,29.9,25.32,23.4,26.0
2023-06-03 09:00:00,29.4,26.0,29.9,29.9,29.9,24.9,24.9,[24.9],1.0,3.98,25.4,26.0,1.0,29.9,2.52,24.8,26.0
2023-06-03 09:05:00,29.7,26.0,29.9,29.9,29.9,25.3,25.3,[25.3],1.0,3.98,25.2,26.0,1.0,29.9,24.96,25.3,26.0
2023-06-03 09:10:00,29.9,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,24.8,26.0,1.0,30.4,25.32,25.1,26.0
2023-06-03 09:15:00,29.9,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,24.8,26.0,1.0,30.4,2.52,24.8,26.0
2023-06-03 09:20:00,29.9,26.0,30.4,30.4,30.4,25.1,25.1,[25.1],1.0,43.83,24.8,26.0,1.0,30.4,25.32,23.5,26.0
2023-06-03 09:25:00,29.9,26.0,30.4,30.4,30.4,24.8,24.8,[24.8],1.0,3.98,24.2,26.0,1.0,30.4,25.38,24.3,26.0
2023-06-03 09:30:00,30.0,26.0,29.8,29.8,29.8,25.1,25.1,[25.1],1.0,3.98,25.6,26.0,1.0,29.8,2.52,25.4,26.0
2023-06-03 09:35:00,29.9,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.4,26.0,1.0,30.4,25.68,25.3,26.0
2023-06-03 09:40:00,30.0,26.0,30.4,30.4,30.4,25.4,25.4,[25.4],1.0,3.98,25.1,26.0,1.0,30.4,25.44,25.3,26.0
2023-06-03 09:45:00,30.1,26.0,30.5,30.5,30.5,25.5,25.5,[25.5],1.0,3.98,25.8,26.0,1.0,30.5,2.52,25.8,26.0
2023-06-03 09:50:00,30.2,26.0,30.5,30.5,30.5,25.6,25.6,[25.6],1.0,3.98,25.3,26.0,1.0,30.5,24.9,25.5,26.0
2023-06-03 09:55:00,30.4,26.0,30.8,30.8,30.8,25.5,25.5,[25.5],1.0,3.98,25.1,26.0,1.0,30.8,25.56,25.2,26.0
2023-06-03 10:00:00,30.6,26.0,30.8,30.8,30.8,25.6,25.6,[25.6],1.0,3.99,26.6,26.0,1.0,30.8,23.34,26.4,26.0
2023-06-03 10:05:00,30.8,26.0,30.9,30.9,30.9,24.9,24.9,[24.9],1.0,4.0,24.3,26.0,1.0,30.9,25.5,23.3,26.0
2023-06-03 10:10:00,30.8,26.0,30.2,30.2,30.2,24.9,24.9,[24.9],1.0,3.98,24.7,26.0,1.0,30.2,25.62,24.6,26.0
2023-06-03 10:15:00,31.0,26.0,30.0,30.0,30.0,25.2,25.2,[25.2],1.0,3.98,26.4,26.0,1.0,30.0,2.52,25.9,26.0
2023-06-03 10:20:00,31.2,26.0,30.3,30.3,30.3,24.6,24.6,[24.6],1.0,3.98,24.1,26.0,1.0,30.3,25.5,22.7,26.0
2023-06-03 10:25:00,31.3,26.0,29.5,29.5,29.5,24.7,24.7,[24.7],1.0,3.98,24.6,26.0,1.0,29.5,2.88,24.3,26.0
2023-06-03 10:30:00,31.5,26.0,30.1,30.1,30.1,25.2,25.2,[25.2],1.0,3.98,26.0,26.0,1.0,30.1,26.52,25.9,26.0
2023-06-03 10:35:00,31.7,26.0,30.1,30.1,30.1,25.4,25.4,[25.4],1.0,3.98,25.2,26.0,1.0,30.1,26.04,25.2,26.0
2023-06-03 10:40:00,31.5,26.0,30.4,30.4,30.4,25.3,25.3,[25.3],1.0,3.98,24.9,26.0,1.0,30.4,25.86,24.9,26.0
2023-06-03 10:45:00,31.3,26.0,30.4,30.4,30.4,25.5,25.5,[25.5],1.0,3.98,26.2,26.0,1.0,30.4,2.52,26.0,26.0
2023-06-03 10:50:00,31.1,26.0,30.5,30.5,30.5,24.8,24.8,[24.8],1.0,6.97,24.1,26.0,1.0,30.5,25.74,26.0,26.0
2023-06-03 10:55:00,31.1,26.0,30.2,30.2,30.2,24.7,24.7,[24.7],1.0,3.98,24.5,26.0,1.0,30.2,25.8,22.7,26.0
2023-06-03 11:00:00,31.2,26.0,29.8,29.8,29.8,25.2,25.2,[25.2],1.0,3.98,26.3,26.0,1.0,29.8,25.14,25.6,26.0
