time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3808562_h,3808563_c,3808563_h,3808563_r,3808563_s
2023-06-05 05:00:00,26.7,8.73,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 05:05:00,26.7,8.77,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-05 05:10:00,26.7,8.73,40.6,30.0,35.3,30.4,30.4,[30.4],30.0,,40.6,,
2023-06-05 05:15:00,26.7,8.98,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 05:20:00,26.8,8.83,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
2023-06-05 05:25:00,26.7,8.79,41.3,30.0,35.65,30.4,30.4,[30.4],30.0,,41.3,,
2023-06-05 05:30:00,26.7,8.77,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-05 05:35:00,26.7,8.76,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 05:40:00,26.7,8.82,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 05:45:00,26.7,,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 05:50:00,26.7,8.95,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 05:55:00,26.7,9.1,41.1,29.6,35.35,30.4,30.4,[30.4],29.6,,41.1,,
2023-06-05 06:00:00,26.7,8.91,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 06:05:00,26.7,9.03,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 06:10:00,26.7,8.86,41.3,29.9,35.599999999999994,30.4,30.4,[30.4],29.9,,41.3,,
2023-06-05 06:15:00,26.7,8.91,40.8,29.9,35.349999999999994,30.4,30.4,[30.4],29.9,,40.8,,
2023-06-05 06:20:00,26.7,9.19,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 06:25:00,26.7,9.05,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-05 06:30:00,26.7,9.02,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-05 06:35:00,26.7,8.89,41.1,30.2,35.65,30.4,30.4,[30.4],30.2,,41.1,,
2023-06-05 06:40:00,26.7,9.0,40.6,30.2,35.4,30.4,30.4,[30.4],30.2,,40.6,,
2023-06-05 06:45:00,26.7,9.09,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 06:50:00,26.8,9.1,40.6,29.9,35.25,30.4,30.4,[30.4],29.9,,40.6,,
2023-06-05 06:55:00,26.8,8.9,41.3,30.3,35.8,30.4,30.4,[30.4],30.3,,41.3,,
2023-06-05 07:00:00,26.8,9.36,41.3,30.3,35.8,30.4,30.4,[30.4],30.3,,41.3,,
2023-06-05 07:05:00,26.8,8.89,40.6,30.1,35.35,30.4,30.4,[30.4],30.1,,40.6,,
2023-06-05 07:10:00,26.8,8.96,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 07:15:00,26.9,9.03,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 07:20:00,27.0,8.89,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 07:25:00,27.0,9.2,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 07:30:00,27.0,9.11,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 07:35:00,27.2,9.14,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 07:40:00,27.3,9.22,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-05 07:45:00,27.3,8.95,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-05 07:50:00,27.3,9.03,40.6,30.1,35.35,30.4,30.4,[30.4],30.1,,40.6,,
2023-06-05 07:55:00,27.3,8.86,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 08:00:00,27.4,9.12,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-05 08:05:00,27.5,9.14,41.0,30.3,35.65,30.4,30.4,[30.4],30.3,,41.0,,
2023-06-05 08:10:00,27.5,9.26,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-05 08:15:00,27.5,9.02,40.7,29.8,35.25,30.4,30.4,[30.4],29.8,,40.7,,
2023-06-05 08:20:00,27.6,9.52,40.9,29.9,35.4,30.4,30.4,[30.4],29.9,,40.9,,
2023-06-05 08:25:00,27.6,9.13,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-05 08:30:00,27.5,9.04,40.9,29.9,35.4,30.4,30.4,[30.4],29.9,,40.9,,
2023-06-05 08:35:00,27.5,9.03,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 08:40:00,27.5,9.14,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 08:45:00,27.5,9.06,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
2023-06-05 08:50:00,27.5,8.77,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-05 08:55:00,27.4,9.260000000000002,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 09:00:00,27.5,9.08,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 09:05:00,27.5,9.16,40.9,29.8,35.35,30.4,30.4,[30.4],29.8,,40.9,,
2023-06-05 09:10:00,27.5,9.14,40.9,30.1,35.5,30.4,30.4,[30.4],30.1,,40.9,,
2023-06-05 09:15:00,27.5,9.1,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-05 09:20:00,27.5,9.17,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 09:25:00,27.5,9.14,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 09:30:00,27.5,9.15,40.7,30.0,35.35,30.4,30.4,[30.4],30.0,,40.7,,
2023-06-05 09:35:00,27.5,9.73,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-05 09:40:00,27.6,8.98,40.7,30.2,35.45,30.4,30.4,[30.4],30.2,,40.7,,
2023-06-05 09:45:00,27.6,9.19,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 09:50:00,27.6,9.16,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-05 09:55:00,27.6,9.07,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 10:00:00,27.6,9.07,41.1,30.2,35.65,30.4,30.4,[30.4],30.2,,41.1,,
2023-06-05 10:05:00,27.6,9.31,40.6,30.2,35.4,30.4,30.4,[30.4],30.2,,40.6,,
2023-06-05 10:10:00,27.7,9.3,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 10:15:00,27.7,9.55,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 10:20:00,27.7,9.2,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-05 10:25:00,27.7,9.06,41.3,29.8,35.55,30.4,30.4,[30.4],29.8,,41.3,,
2023-06-05 10:30:00,27.7,9.16,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 10:35:00,27.8,9.39,40.9,29.6,35.25,30.4,30.4,[30.4],29.6,,40.9,,
2023-06-05 10:40:00,27.7,9.49,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 10:45:00,27.8,9.27,41.1,30.2,35.65,30.4,30.4,[30.4],30.2,,41.1,,
2023-06-05 10:50:00,27.9,9.31,40.6,30.2,35.4,30.4,30.4,[30.4],30.2,,40.6,,
2023-06-05 10:55:00,27.9,9.22,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 11:00:00,27.9,9.46,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 11:05:00,27.9,9.09,40.9,30.2,35.55,30.4,30.4,[30.4],30.2,,40.9,,
2023-06-05 11:10:00,27.9,9.56,40.9,29.9,35.4,30.4,30.4,[30.4],29.9,,40.9,,
2023-06-05 11:15:00,27.9,9.64,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 11:20:00,28.0,9.32,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 11:25:00,28.0,9.17,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-05 11:30:00,28.0,8.870000000000001,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 11:35:00,28.2,9.24,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 11:40:00,28.2,9.46,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 11:45:00,28.2,9.29,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 11:50:00,28.3,9.24,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 11:55:00,28.4,8.92,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 12:00:00,28.4,9.34,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 12:05:00,28.4,9.14,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 12:10:00,28.4,9.07,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-05 12:15:00,28.4,9.17,40.8,29.9,35.349999999999994,30.4,30.4,[30.4],29.9,,40.8,,
2023-06-05 12:20:00,28.4,9.14,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 12:25:00,28.3,9.19,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 12:30:00,28.4,9.29,41.3,29.7,35.5,30.4,30.4,[30.4],29.7,,41.3,,
2023-06-05 12:35:00,28.5,9.36,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-05 12:40:00,28.6,9.09,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 12:45:00,28.7,9.54,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 12:50:00,28.6,9.12,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-05 12:55:00,28.6,9.42,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 13:00:00,28.6,9.45,41.1,29.5,35.3,30.4,30.4,[30.4],29.5,,41.1,,
2023-06-05 13:05:00,28.6,9.47,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 13:10:00,28.6,9.39,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-05 13:15:00,28.6,9.08,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 13:20:00,28.7,9.12,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-05 13:25:00,28.7,8.99,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-05 13:30:00,28.7,9.25,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 13:35:00,28.7,9.55,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 13:40:00,28.8,9.510000000000002,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 13:45:00,28.9,9.23,40.5,29.9,35.2,30.4,30.4,[30.4],29.9,,40.5,,
2023-06-05 13:50:00,29.0,9.16,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 13:55:00,28.9,9.02,41.0,29.8,35.4,30.4,30.4,[30.4],29.8,,41.0,,
2023-06-05 14:00:00,29.0,9.54,41.1,29.8,35.45,30.4,30.4,[30.4],29.8,,41.1,,
2023-06-05 14:05:00,29.0,9.19,40.5,30.0,35.25,30.4,30.4,[30.4],30.0,,40.5,,
2023-06-05 14:10:00,29.1,9.2,40.5,29.4,34.95,30.4,30.4,[30.4],29.4,,40.5,,
2023-06-05 14:15:00,29.2,9.51,40.8,29.4,35.099999999999994,30.4,30.4,[30.4],29.4,,40.8,,
2023-06-05 14:20:00,29.2,9.26,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 14:25:00,29.3,9.29,41.2,29.7,35.45,30.4,30.4,[30.4],29.7,,41.2,,
2023-06-05 14:30:00,29.4,9.08,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 14:35:00,29.4,9.13,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 14:40:00,29.5,8.91,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 14:45:00,29.5,9.11,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 14:50:00,29.5,9.28,40.9,29.9,35.4,30.4,30.4,[30.4],29.9,,40.9,,
2023-06-05 14:55:00,29.5,9.35,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 15:00:00,29.5,9.42,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 15:05:00,29.5,9.36,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 15:10:00,29.5,9.0,41.0,29.6,35.3,30.4,30.4,[30.4],29.6,,41.0,,
2023-06-05 15:15:00,29.5,9.25,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 15:20:00,29.5,9.24,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 15:25:00,29.4,9.12,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-05 15:30:00,29.4,9.21,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 15:35:00,29.4,8.98,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 15:40:00,29.4,9.45,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 15:45:00,29.3,9.29,41.1,29.7,35.4,30.4,30.4,[30.4],29.7,,41.1,,
2023-06-05 15:50:00,29.4,9.14,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 15:55:00,29.4,9.11,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 16:00:00,29.4,8.96,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 16:05:00,29.4,8.91,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-05 16:10:00,29.4,8.98,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 16:15:00,29.4,9.36,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-05 16:20:00,29.5,9.75,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 16:25:00,29.5,10.0,40.9,29.5,35.2,30.4,30.4,[30.4],29.5,,40.9,,
2023-06-05 16:30:00,29.3,9.13,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-05 16:35:00,29.3,9.27,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 16:40:00,29.3,8.940000000000001,40.6,29.7,35.15,30.4,30.4,[30.4],29.7,,40.6,,
2023-06-05 16:45:00,29.3,9.54,40.6,29.8,35.2,30.4,30.4,[30.4],29.8,,40.6,,
2023-06-05 16:50:00,29.3,9.35,40.9,30.1,35.5,30.4,30.4,[30.4],30.1,,40.9,,
2023-06-05 16:55:00,29.4,9.04,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-05 17:00:00,29.3,9.2,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 17:05:00,29.3,8.99,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 17:10:00,29.3,9.6,40.8,30.0,35.4,30.4,30.4,[30.4],30.0,,40.8,,
2023-06-05 17:15:00,29.2,9.37,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-05 17:20:00,29.1,9.35,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-05 17:25:00,29.1,9.31,40.5,29.5,35.0,30.4,30.4,[30.4],29.5,,40.5,,
2023-06-05 17:30:00,29.0,9.76,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 17:35:00,28.9,9.78,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 17:40:00,28.9,9.77,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 17:45:00,28.8,9.05,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 17:50:00,28.8,9.34,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-05 17:55:00,28.7,9.1,41.3,30.2,35.75,30.4,30.4,[30.4],30.2,,41.3,,
2023-06-05 18:00:00,28.7,9.29,40.8,29.8,35.3,30.4,30.4,[30.4],29.8,,40.8,,
2023-06-05 18:05:00,28.6,9.43,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 18:10:00,28.6,10.08,40.9,29.5,35.2,30.4,30.4,[30.4],29.5,,40.9,,
2023-06-05 18:15:00,28.6,9.68,41.1,29.7,35.4,30.4,30.4,[30.4],29.7,,41.1,,
2023-06-05 18:20:00,28.6,9.83,41.0,30.0,35.5,30.4,30.4,[30.4],30.0,,41.0,,
2023-06-05 18:25:00,28.5,9.36,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 18:30:00,28.5,9.58,40.9,29.6,35.25,30.4,30.4,[30.4],29.6,,40.9,,
2023-06-05 18:35:00,28.5,9.34,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 18:40:00,28.5,9.64,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-05 18:45:00,28.4,9.41,40.7,30.1,35.400000000000006,30.4,30.4,[30.4],30.1,,40.7,,
2023-06-05 18:50:00,28.4,10.01,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 18:55:00,28.4,9.46,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 19:00:00,28.4,9.72,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 19:05:00,28.4,9.83,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 19:10:00,28.4,9.42,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 19:15:00,28.4,9.6,41.0,29.4,35.2,30.4,30.4,[30.4],29.4,,41.0,,
2023-06-05 19:20:00,28.4,9.77,41.3,29.6,35.45,30.4,30.4,[30.4],29.6,,41.3,,
2023-06-05 19:25:00,28.4,9.73,41.3,30.0,35.65,30.4,30.4,[30.4],30.0,,41.3,,
2023-06-05 19:30:00,28.4,9.28,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 19:35:00,28.4,9.51,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 19:40:00,28.2,9.71,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 19:45:00,28.3,9.44,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 19:50:00,28.3,9.49,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-05 19:55:00,28.2,9.9,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 20:00:00,28.2,9.9,41.1,29.7,35.4,30.4,30.4,[30.4],29.7,,41.1,,
2023-06-05 20:05:00,28.2,9.92,41.3,29.7,35.5,30.4,30.4,[30.4],29.7,,41.3,,
2023-06-05 20:10:00,28.2,9.670000000000002,41.3,30.1,35.7,30.4,30.4,[30.4],30.1,,41.3,,
2023-06-05 20:15:00,28.1,9.75,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 20:20:00,28.1,9.87,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 20:25:00,28.1,10.0,41.4,29.8,35.6,30.4,30.4,[30.4],29.8,,41.4,,
2023-06-05 20:30:00,28.1,9.8,41.4,30.1,35.75,30.4,30.4,[30.4],30.1,,41.4,,
2023-06-05 20:35:00,28.1,9.75,40.9,29.6,35.25,30.4,30.4,[30.4],29.6,,40.9,,
2023-06-05 20:40:00,28.1,10.09,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
2023-06-05 20:45:00,28.1,9.73,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
2023-06-05 20:50:00,28.0,9.95,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 20:55:00,28.0,9.43,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 21:00:00,28.0,10.03,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 21:05:00,28.0,9.24,41.2,29.6,35.400000000000006,30.4,30.4,[30.4],29.6,,41.2,,
2023-06-05 21:10:00,27.9,9.2,41.0,29.9,35.45,30.4,30.4,[30.4],29.9,,41.0,,
2023-06-05 21:15:00,27.9,9.31,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 21:20:00,27.9,9.29,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-05 21:25:00,27.9,9.37,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 21:30:00,27.9,9.48,41.2,29.9,35.55,30.4,30.4,[30.4],29.9,,41.2,,
2023-06-05 21:35:00,27.9,9.61,41.2,30.1,35.650000000000006,30.4,30.4,[30.4],30.1,,41.2,,
2023-06-05 21:40:00,27.9,9.44,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 21:45:00,27.8,9.85,40.8,29.6,35.2,30.4,30.4,[30.4],29.6,,40.8,,
2023-06-05 21:50:00,27.9,9.71,41.1,29.9,35.5,30.4,30.4,[30.4],29.9,,41.1,,
2023-06-05 21:55:00,27.8,9.38,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 22:00:00,27.8,9.38,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 22:05:00,27.8,9.28,40.8,29.5,35.15,30.4,30.4,[30.4],29.5,,40.8,,
2023-06-05 22:10:00,27.7,9.81,41.4,30.1,35.75,30.4,30.4,[30.4],30.1,,41.4,,
2023-06-05 22:15:00,27.7,9.58,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 22:20:00,27.6,9.41,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 22:25:00,27.6,9.17,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-05 22:30:00,27.6,9.3,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-05 22:35:00,27.5,9.51,41.3,29.7,35.5,30.4,30.4,[30.4],29.7,,41.3,,
2023-06-05 22:40:00,27.5,9.68,40.9,29.5,35.2,30.4,30.4,[30.4],29.5,,40.9,,
2023-06-05 22:45:00,27.5,9.49,40.6,29.5,35.05,30.4,30.4,[30.4],29.5,,40.6,,
2023-06-05 22:50:00,27.5,9.06,40.9,29.7,35.3,30.4,30.4,[30.4],29.7,,40.9,,
2023-06-05 22:55:00,27.4,9.43,41.1,30.1,35.6,30.4,30.4,[30.4],30.1,,41.1,,
2023-06-05 23:00:00,27.4,9.29,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 23:05:00,27.4,9.23,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 23:10:00,27.4,9.74,40.8,29.7,35.25,30.4,30.4,[30.4],29.7,,40.8,,
2023-06-05 23:15:00,27.4,9.29,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 23:20:00,27.4,9.13,41.2,30.0,35.6,30.4,30.4,[30.4],30.0,,41.2,,
2023-06-05 23:25:00,27.3,9.09,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-05 23:30:00,27.3,9.2,41.1,30.0,35.55,30.4,30.4,[30.4],30.0,,41.1,,
2023-06-05 23:35:00,27.3,9.3,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-05 23:40:00,27.3,8.870000000000001,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-05 23:45:00,27.2,9.01,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 23:50:00,27.3,9.0,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-05 23:55:00,27.3,8.969999999999999,41.2,30.2,35.7,30.4,30.4,[30.4],30.2,,41.2,,
2023-06-06 00:00:00,27.2,9.0,40.6,29.6,35.1,30.4,30.4,[30.4],29.6,,40.6,,
2023-06-06 00:05:00,27.2,8.93,40.5,29.6,35.05,30.4,30.4,[30.4],29.6,,40.5,,
2023-06-06 00:10:00,27.2,8.850000000000001,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-06 00:15:00,27.2,8.86,40.7,29.6,35.150000000000006,30.4,30.4,[30.4],29.6,,40.7,,
2023-06-06 00:20:00,27.2,8.93,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-06 00:25:00,27.2,9.2,41.0,30.1,35.55,30.4,30.4,[30.4],30.1,,41.0,,
2023-06-06 00:30:00,27.1,9.08,40.7,29.5,35.1,30.4,30.4,[30.4],29.5,,40.7,,
2023-06-06 00:35:00,27.1,8.870000000000001,41.0,29.5,35.25,30.4,30.4,[30.4],29.5,,41.0,,
2023-06-06 00:40:00,27.0,8.76,41.3,30.3,35.8,30.4,30.4,[30.4],30.3,,41.3,,
2023-06-06 00:45:00,27.0,8.9,41.3,30.3,35.8,30.4,30.4,[30.4],30.3,,41.3,,
2023-06-06 00:50:00,27.0,8.77,40.5,29.7,35.1,30.4,30.4,[30.4],29.7,,40.5,,
2023-06-06 00:55:00,27.0,8.81,40.7,29.7,35.2,30.4,30.4,[30.4],29.7,,40.7,,
2023-06-06 01:00:00,26.9,8.719999999999999,41.0,29.7,35.35,30.4,30.4,[30.4],29.7,,41.0,,
