time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3823177_c,3823177_h,3823177_r,3823177_s,3823178_c,3823178_h,3823178_r,3823178_s,584827_c,584827_r,584827_s,584847_c,584847_r,584847_s,584867_c,584867_r,584867_s,584868_c,584868_r,584868_s
2023-06-01 00:35:00,27.0,23.9,23.4,23.65,28.45,36.0,"[20.9, 36.0]",1.0,23.4,26.5,24.0,1.0,23.9,25.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,27.0,25.0
2023-06-01 00:40:00,27.0,24.1,23.3,23.700000000000003,28.4,36.1,"[20.7, 36.1]",1.0,23.3,24.9,24.0,1.0,24.1,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 00:45:00,27.0,24.1,23.3,23.700000000000003,28.25,36.0,"[20.5, 36.0]",1.0,23.3,24.1,24.0,1.0,24.1,25.9,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 00:50:00,27.0,24.0,23.2,23.6,28.3,36.0,"[20.6, 36.0]",1.0,23.2,26.1,24.0,1.0,24.0,26.5,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 00:55:00,27.0,24.1,23.4,23.75,28.4,36.1,"[20.7, 36.1]",1.0,23.4,25.7,24.0,1.0,24.1,26.5,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 01:00:00,27.0,24.1,23.5,23.8,28.25,35.9,"[20.6, 35.9]",1.0,23.5,26.1,24.0,1.0,24.1,26.6,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 01:05:00,26.9,24.0,23.5,23.75,28.15,35.8,"[20.5, 35.8]",1.0,23.5,24.6,24.0,1.0,24.0,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-06-01 01:10:00,27.0,23.9,23.4,23.65,27.9,35.7,"[20.1, 35.7]",1.0,23.4,24.9,24.0,1.0,23.9,26.4,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 01:15:00,27.0,24.0,23.5,23.75,28.200000000000003,35.7,"[20.7, 35.7]",1.0,23.5,26.4,24.0,1.0,24.0,26.6,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 01:20:00,27.0,24.1,23.4,23.75,28.45,36.0,"[20.9, 36.0]",1.0,23.4,24.9,24.0,1.0,24.1,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 01:25:00,27.0,24.1,23.4,23.75,28.25,36.0,"[20.5, 36.0]",1.0,23.4,24.8,24.0,1.0,24.1,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 01:30:00,26.9,23.8,23.3,23.55,28.0,35.9,"[20.1, 35.9]",1.0,23.3,24.9,24.0,1.0,23.8,26.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 01:35:00,26.9,24.0,23.3,23.65,27.95,35.9,"[20.0, 35.9]",1.0,23.3,25.6,24.0,1.0,24.0,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 01:40:00,26.9,24.1,23.3,23.700000000000003,27.95,35.8,"[20.1, 35.8]",1.0,23.3,26.2,24.0,1.0,24.1,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 01:45:00,26.9,24.0,23.5,23.75,27.9,35.6,"[20.2, 35.6]",1.0,23.5,24.8,24.0,1.0,24.0,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 01:50:00,26.9,23.9,23.5,23.7,27.9,35.7,"[20.1, 35.7]",1.0,23.5,25.9,24.0,1.0,23.9,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 01:55:00,26.9,23.9,23.4,23.65,27.9,35.7,"[20.1, 35.7]",1.0,23.4,25.4,24.0,1.0,23.9,26.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 02:00:00,26.9,24.1,23.4,23.75,28.05,35.7,"[20.4, 35.7]",1.0,23.4,25.3,24.0,1.0,24.1,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 02:05:00,26.9,24.0,23.4,23.7,28.0,35.7,"[20.3, 35.7]",1.0,23.4,26.0,24.0,1.0,24.0,26.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 02:10:00,26.9,24.0,23.6,23.8,28.4,36.0,"[20.8, 36.0]",1.0,23.6,24.9,24.0,1.0,24.0,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,27.0,25.0
2023-06-01 02:15:00,26.9,24.0,23.4,23.7,28.3,36.0,"[20.6, 36.0]",1.0,23.4,25.8,24.0,1.0,24.0,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 02:20:00,26.9,24.0,23.4,23.7,28.3,36.0,"[20.6, 36.0]",1.0,23.4,25.8,24.0,1.0,24.0,25.8,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 02:25:00,26.9,24.1,23.2,23.65,28.4,36.1,"[20.7, 36.1]",1.0,23.2,25.7,24.0,1.0,24.1,25.8,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 02:30:00,26.9,24.0,23.4,23.7,28.4,36.1,"[20.7, 36.1]",1.0,23.4,25.3,24.0,1.0,24.0,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,27.0,25.0
2023-06-01 02:35:00,26.9,24.2,23.2,23.7,28.4,36.1,"[20.7, 36.1]",1.0,23.2,26.6,24.0,1.0,24.2,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,27.0,25.0
2023-06-01 02:40:00,26.9,24.1,23.3,23.700000000000003,28.6,36.2,"[21.0, 36.2]",1.0,23.3,24.6,24.0,1.0,24.1,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,27.0,25.0
2023-06-01 02:45:00,26.9,24.1,23.3,23.700000000000003,28.5,36.1,"[20.9, 36.1]",1.0,23.3,24.5,24.0,1.0,24.1,25.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,27.0,25.0
2023-06-01 02:50:00,26.9,24.1,23.4,23.75,28.35,36.2,"[20.5, 36.2]",1.0,23.4,26.2,24.0,1.0,24.1,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 02:55:00,26.9,24.1,23.3,23.700000000000003,28.35,36.3,"[20.4, 36.3]",1.0,23.3,25.2,24.0,1.0,24.1,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 03:00:00,26.8,24.0,23.3,23.65,28.15,36.1,"[20.2, 36.1]",1.0,23.3,24.7,24.0,1.0,24.0,26.5,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-06-01 03:05:00,26.8,24.1,23.4,23.75,28.3,36.1,"[20.5, 36.1]",1.0,23.4,25.5,24.0,1.0,24.1,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 03:10:00,26.8,24.2,23.4,23.8,28.55,36.2,"[20.9, 36.2]",1.0,23.4,25.5,24.0,1.0,24.2,25.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 03:15:00,26.8,24.2,23.4,23.8,28.55,36.2,"[20.9, 36.2]",1.0,23.4,24.8,24.0,1.0,24.2,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 03:20:00,26.8,24.0,23.4,23.7,28.35,36.2,"[20.5, 36.2]",1.0,23.4,25.2,24.0,1.0,24.0,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 03:25:00,26.8,24.3,23.4,23.85,28.4,36.3,"[20.5, 36.3]",1.0,23.4,26.1,24.0,1.0,24.3,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 03:30:00,26.8,24.3,23.4,23.85,28.55,36.2,"[20.9, 36.2]",1.0,23.4,25.2,24.0,1.0,24.3,26.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0
2023-06-01 03:35:00,26.8,24.3,23.4,23.85,28.5,36.0,"[21.0, 36.0]",1.0,23.4,25.1,24.0,1.0,24.3,26.8,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 03:40:00,26.8,24.3,23.3,23.8,28.6,36.1,"[21.1, 36.1]",1.0,23.3,25.2,24.0,1.0,24.3,26.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 03:45:00,26.8,24.3,23.2,23.75,28.6,36.1,"[21.1, 36.1]",1.0,23.2,24.8,24.0,1.0,24.3,26.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 03:50:00,26.8,24.3,22.8,23.55,28.6,36.1,"[21.1, 36.1]",1.0,22.8,25.1,24.0,1.0,24.3,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 03:55:00,26.8,23.4,22.8,23.1,28.6,36.2,"[21.0, 36.2]",1.0,22.8,25.2,24.0,1.0,23.4,25.9,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 04:00:00,26.8,23.1,22.2,22.65,28.65,36.1,"[21.2, 36.1]",1.0,22.2,26.1,24.0,1.0,23.1,26.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 04:05:00,26.8,23.1,22.2,22.65,28.35,35.7,"[21.0, 35.7]",1.0,22.2,24.7,24.0,1.0,23.1,25.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 04:10:00,26.8,22.8,22.2,22.5,28.1,35.5,"[20.7, 35.5]",1.0,22.2,25.5,24.0,1.0,22.8,26.2,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 04:15:00,26.8,22.7,22.0,22.35,28.4,35.5,"[21.3, 35.5]",1.0,22.0,25.8,24.0,1.0,22.7,25.8,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 04:20:00,26.8,22.8,22.0,22.4,28.200000000000003,35.6,"[20.8, 35.6]",1.0,22.0,25.1,24.0,1.0,22.8,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 04:25:00,26.8,,,,28.4,35.8,"[21.0, 35.8]",1.0,,25.0,24.0,1.0,,25.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 04:30:00,26.8,22.4,21.7,22.05,28.35,35.8,"[20.9, 35.8]",1.0,21.7,24.8,24.0,1.0,22.4,25.6,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 04:35:00,26.8,22.8,21.7,22.25,28.35,35.8,"[20.9, 35.8]",1.0,21.7,25.6,24.0,1.0,22.8,25.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 04:40:00,26.8,22.9,22.8,22.85,28.15,35.8,"[20.5, 35.8]",1.0,22.9,26.0,24.0,1.0,22.8,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-06-01 04:45:00,26.7,23.3,23.1,23.200000000000003,27.8,35.6,"[20.0, 35.6]",1.0,23.1,24.4,24.0,1.0,23.3,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-06-01 04:50:00,26.7,23.3,23.1,23.200000000000003,27.95,35.4,"[20.5, 35.4]",1.0,23.1,26.3,24.0,1.0,23.3,26.5,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-06-01 04:55:00,26.7,23.7,23.1,23.4,28.0,35.4,"[20.6, 35.4]",1.0,23.1,25.0,24.0,1.0,23.7,26.6,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 05:00:00,26.7,23.7,23.1,23.4,28.0,35.4,"[20.6, 35.4]",1.0,23.1,25.0,24.0,1.0,23.7,26.5,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 05:05:00,26.7,23.7,23.2,23.45,27.9,35.2,"[20.6, 35.2]",1.0,23.2,24.9,24.0,1.0,23.7,26.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 05:10:00,26.7,23.7,23.2,23.45,27.6,34.9,"[20.3, 34.9]",1.0,23.2,26.2,24.0,1.0,23.7,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 05:15:00,26.7,23.9,23.1,23.5,27.7,35.0,"[20.4, 35.0]",1.0,23.1,25.4,24.0,1.0,23.9,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 05:20:00,26.7,23.9,23.3,23.6,27.700000000000003,35.2,"[20.2, 35.2]",1.0,23.3,25.0,24.0,1.0,23.9,26.2,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 05:25:00,26.7,23.9,23.5,23.7,28.25,35.4,"[21.1, 35.4]",1.0,23.5,26.2,24.0,1.0,23.9,26.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 05:30:00,26.7,24.1,23.4,23.75,28.25,35.5,"[21.0, 35.5]",1.0,23.4,24.9,24.0,1.0,24.1,26.6,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 05:35:00,26.7,24.1,23.4,23.75,28.15,35.4,"[20.9, 35.4]",1.0,23.4,25.3,24.0,1.0,24.1,26.6,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 05:40:00,26.7,24.3,23.2,23.75,28.05,35.3,"[20.8, 35.3]",1.0,23.2,25.8,24.0,1.0,24.3,26.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 05:45:00,26.7,24.3,23.2,23.75,27.950000000000003,35.1,"[20.8, 35.1]",1.0,23.2,25.2,24.0,1.0,24.3,26.5,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 05:50:00,26.8,24.3,23.1,23.700000000000003,28.05,35.2,"[20.9, 35.2]",1.0,23.1,25.2,24.0,1.0,24.3,26.7,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 05:55:00,26.8,24.3,23.1,23.700000000000003,28.1,35.3,"[20.9, 35.3]",1.0,23.1,26.2,24.0,1.0,24.3,26.6,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:00:00,26.9,24.4,23.1,23.75,28.15,35.4,"[20.9, 35.4]",1.0,23.1,25.9,24.0,1.0,24.4,26.6,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:05:00,26.9,24.4,23.2,23.8,28.2,35.5,"[20.9, 35.5]",1.0,23.2,24.9,24.0,1.0,24.4,26.7,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 06:10:00,26.9,24.3,23.3,23.8,28.35,35.3,"[21.4, 35.3]",1.0,23.3,25.2,24.0,1.0,24.3,26.9,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0
2023-06-01 06:15:00,27.0,24.3,23.1,23.700000000000003,28.2,35.3,"[21.1, 35.3]",1.0,23.1,25.4,24.0,1.0,24.3,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 06:20:00,27.0,24.1,23.1,23.6,27.950000000000003,35.2,"[20.7, 35.2]",1.0,23.1,24.4,24.0,1.0,24.1,25.7,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 06:25:00,27.1,23.2,22.1,22.65,27.9,35.2,"[20.6, 35.2]",1.0,22.1,25.8,24.0,1.0,23.2,25.8,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:30:00,27.1,23.2,22.2,22.7,27.9,35.3,"[20.5, 35.3]",1.0,22.2,24.8,24.0,1.0,23.2,25.9,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,26.0,25.0
2023-06-01 06:35:00,27.2,23.3,22.8,23.05,27.9,35.2,"[20.6, 35.2]",1.0,22.8,24.8,24.0,1.0,23.3,26.4,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 06:40:00,27.2,23.3,22.8,23.05,28.1,35.1,"[21.1, 35.1]",1.0,22.8,25.2,24.0,1.0,23.3,26.3,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 06:45:00,27.3,23.6,23.0,23.3,27.6,34.9,"[20.3, 34.9]",1.0,23.0,25.4,24.0,1.0,23.6,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0
2023-06-01 06:50:00,27.3,23.8,23.1,23.450000000000003,27.55,34.8,"[20.3, 34.8]",1.0,23.1,24.8,24.0,1.0,23.8,26.4,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 06:55:00,27.3,23.8,23.2,23.5,27.8,35.1,"[20.5, 35.1]",1.0,23.2,25.0,24.0,1.0,23.8,25.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 07:00:00,27.3,23.8,23.3,23.55,27.85,35.3,"[20.4, 35.3]",1.0,23.3,25.7,24.0,1.0,23.8,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 07:05:00,27.3,23.8,23.4,23.6,27.85,35.4,"[20.3, 35.4]",1.0,23.4,25.9,24.0,1.0,23.8,26.3,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 07:10:00,27.4,23.9,23.3,23.6,27.85,35.3,"[20.4, 35.3]",1.0,23.3,24.9,24.0,1.0,23.9,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,24.0,25.0
2023-06-01 07:15:00,27.4,23.9,23.3,23.6,27.75,35.2,"[20.3, 35.2]",1.0,23.3,24.4,24.0,1.0,23.9,26.4,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 07:20:00,27.5,23.9,23.4,23.65,27.65,35.1,"[20.2, 35.1]",1.0,23.4,25.3,24.0,1.0,23.9,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 07:25:00,27.5,24.1,23.2,23.65,28.15,35.2,"[21.1, 35.2]",1.0,23.2,26.5,24.0,1.0,24.1,26.7,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 07:30:00,27.6,24.1,23.2,23.65,28.15,35.3,"[21.0, 35.3]",1.0,23.2,24.8,24.0,1.0,24.1,26.6,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 07:35:00,27.6,24.0,23.2,23.6,27.9,35.0,"[20.8, 35.0]",1.0,23.2,25.2,24.0,1.0,24.0,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0
2023-06-01 07:40:00,27.5,24.0,23.2,23.6,27.700000000000003,34.7,"[20.7, 34.7]",1.0,23.2,25.4,24.0,1.0,24.0,26.1,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0
2023-06-01 07:45:00,27.5,24.1,23.2,23.65,27.75,34.8,"[20.7, 34.8]",1.0,23.2,25.9,24.0,1.0,24.1,26.5,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 07:50:00,27.6,23.9,23.3,23.6,27.8,35.0,"[20.6, 35.0]",1.0,23.3,25.5,24.0,1.0,23.9,26.5,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 07:55:00,27.6,23.8,23.4,23.6,27.85,35.2,"[20.5, 35.2]",1.0,23.4,24.6,24.0,1.0,23.8,26.5,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 08:00:00,27.7,23.8,23.4,23.6,28.3,35.5,"[21.1, 35.5]",1.0,23.4,26.3,24.0,1.0,23.8,26.4,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 08:05:00,27.7,24.0,23.3,23.65,27.950000000000003,35.2,"[20.7, 35.2]",1.0,23.3,25.0,24.0,1.0,24.0,26.5,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 08:10:00,27.7,24.0,23.2,23.6,27.65,34.8,"[20.5, 34.8]",1.0,23.2,24.6,24.0,1.0,24.0,26.8,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
2023-06-01 08:15:00,27.7,23.8,23.0,23.4,27.55,34.7,"[20.4, 34.7]",1.0,23.0,25.4,24.0,1.0,23.8,26.1,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:20:00,27.8,23.8,23.0,23.4,27.55,34.8,"[20.3, 34.8]",1.0,23.0,24.8,24.0,1.0,23.8,26.0,25.0,1.0,25.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:25:00,27.8,23.4,22.6,23.0,27.7,35.0,"[20.4, 35.0]",1.0,22.6,25.7,24.0,1.0,23.4,25.9,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 08:30:00,27.8,22.9,22.2,22.55,27.65,35.0,"[20.3, 35.0]",1.0,22.2,24.8,24.0,1.0,22.9,25.7,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 08:35:00,27.9,22.8,22.2,22.5,27.700000000000003,35.1,"[20.3, 35.1]",1.0,22.2,25.2,24.0,1.0,22.8,25.8,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 08:40:00,27.9,22.8,22.1,22.450000000000003,27.55,35.1,"[20.0, 35.1]",1.0,22.1,24.1,24.0,1.0,22.8,25.8,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:45:00,28.0,22.7,22.0,22.35,27.4,34.6,"[20.2, 34.6]",1.0,22.0,25.9,24.0,1.0,22.7,25.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,23.0,25.0
2023-06-01 08:50:00,27.8,22.7,22.0,22.35,27.6,34.7,"[20.5, 34.7]",1.0,22.0,25.6,24.0,1.0,22.7,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0
2023-06-01 08:55:00,27.9,22.5,21.7,22.1,27.7,34.9,"[20.5, 34.9]",1.0,21.7,25.1,24.0,1.0,22.5,26.0,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 09:00:00,28.0,22.5,21.7,22.1,27.85,35.1,"[20.6, 35.1]",1.0,21.7,25.8,24.0,1.0,22.5,25.8,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 09:05:00,28.1,22.5,21.9,22.2,27.9,35.2,"[20.6, 35.2]",1.0,21.9,25.3,24.0,1.0,22.5,25.4,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,25.0,25.0
2023-06-01 09:10:00,28.1,22.6,22.4,22.5,27.7,35.3,"[20.1, 35.3]",1.0,22.4,25.5,24.0,1.0,22.6,25.5,25.0,1.0,24.0,25.0,1.0,23.0,25.0,1.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 09:15:00,28.1,22.9,22.8,22.85,27.55,35.1,"[20.0, 35.1]",1.0,22.9,26.0,24.0,1.0,22.8,26.1,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0,1.0,25.0,25.0
2023-06-01 09:20:00,28.2,23.5,22.9,23.2,27.65,35.1,"[20.2, 35.1]",1.0,22.9,24.6,24.0,1.0,23.5,25.7,25.0,1.0,25.0,25.0,1.0,24.0,25.0,1.0,24.0,25.0,1.0,25.0,25.0
