time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,2048082_h,3811493_h,3816387_c,3816387_h,3816387_p,3816387_r,3816387_s,3839078_h
2023-06-04 19:25:00,28.6,90.12,28.2,24.9,26.7,27.4,27.4,[27.4],24.9,28.2,,28.2,0.57,27.0,26.0,25.5
2023-06-04 19:30:00,28.5,104.85,28.2,24.8,26.775,27.3,27.3,[27.3],24.8,28.2,,28.2,4.11,26.5,26.0,25.9
2023-06-04 19:35:00,28.5,93.93,28.9,25.8,27.35,27.3,27.3,[27.3],25.8,28.9,,28.9,0.59,28.0,26.0,25.8
2023-06-04 19:40:00,28.5,106.58,28.0,24.8,26.65,27.3,27.3,[27.3],24.8,28.0,,28.0,4.53,26.5,26.0,25.8
2023-06-04 19:45:00,28.5,98.61,28.0,24.8,26.65,27.7,27.7,[27.7],24.8,28.0,,28.0,4.59,28.5,26.0,25.8
2023-06-04 19:50:00,28.5,101.09,27.8,24.5,26.55,27.4,27.4,[27.4],24.5,27.8,,27.8,4.35,26.0,26.0,26.1
2023-06-04 19:55:00,28.5,104.16,28.9,24.5,27.15,27.7,27.7,[27.7],24.5,28.9,,28.9,3.98,27.5,26.0,26.3
2023-06-04 20:00:00,28.5,97.77,28.9,26.2,27.575,27.2,27.2,[27.2],26.2,28.9,,28.9,0.78,26.0,26.0,26.3
2023-06-04 20:05:00,28.5,104.93,28.4,24.3,26.825,27.7,27.7,[27.7],24.3,28.4,,28.4,4.27,27.0,26.0,26.2
2023-06-04 20:10:00,28.4,89.60000000000001,28.4,25.8,27.2,27.1,27.1,[27.1],25.8,28.4,,28.4,0.58,26.5,26.0,26.2
2023-06-04 20:15:00,28.4,105.04,28.0,24.6,26.5,27.6,27.6,[27.6],24.6,28.0,,28.0,4.36,26.5,26.0,25.4
2023-06-04 20:20:00,28.4,89.88999999999999,28.3,25.3,26.85,27.5,27.5,[27.5],25.3,28.3,,28.3,0.59,27.5,26.0,25.5
2023-06-04 20:25:00,28.4,105.28,28.3,24.9,26.825,27.4,27.4,[27.4],24.9,28.3,,28.3,4.43,26.5,26.0,25.8
2023-06-04 20:30:00,28.4,93.6,27.9,26.0,26.95,27.5,27.5,[27.5],26.0,27.9,,27.9,0.6,26.5,26.0,26.0
2023-06-04 20:35:00,28.3,104.24,28.8,26.0,27.4,27.3,27.3,[27.3],26.0,28.8,,28.8,4.42,28.0,26.0,26.0
2023-06-04 20:40:00,28.3,96.86,28.8,26.2,27.5,27.5,27.5,[27.5],26.2,28.8,,28.8,4.11,27.5,26.0,26.2
2023-06-04 20:45:00,28.3,98.03,27.9,24.4,26.35,27.2,27.2,[27.2],24.4,27.9,,27.9,,26.5,26.0,25.2
2023-06-04 20:50:00,28.3,97.53,28.3,24.4,26.55,27.5,27.5,[27.5],24.4,28.3,,28.3,4.6,27.0,26.0,25.2
2023-06-04 20:55:00,28.3,96.61,28.3,25.7,27.075,27.2,27.2,[27.2],25.7,28.3,,28.3,0.66,26.0,26.0,26.0
2023-06-04 21:00:00,28.3,104.23,28.1,25.3,26.85,27.5,27.5,[27.5],25.3,28.1,,28.1,4.14,26.5,26.0,25.9
2023-06-04 21:05:00,28.2,89.74,28.5,25.7,27.15,27.2,27.2,[27.2],25.7,28.5,,28.5,0.58,27.5,26.0,25.9
2023-06-04 21:10:00,28.2,104.42,28.4,24.9,26.85,27.1,27.1,[27.1],24.9,28.4,,28.4,4.15,26.5,26.0,25.7
2023-06-04 21:15:00,28.2,93.47,28.7,25.3,27.05,27.3,27.3,[27.3],25.3,28.7,,28.7,0.58,27.5,26.0,25.5
2023-06-04 21:20:00,28.2,104.8,28.7,24.5,26.85,27.2,27.2,[27.2],24.5,28.7,,28.7,4.41,26.0,26.0,25.5
2023-06-04 21:25:00,28.2,95.61,28.9,26.1,27.5,27.5,27.5,[27.5],26.1,28.9,,28.9,4.57,28.0,26.0,26.1
2023-06-04 21:30:00,28.2,101.5,28.9,24.3,26.85,27.3,27.3,[27.3],24.3,28.9,,28.9,4.66,26.0,26.0,25.3
2023-06-04 21:35:00,28.2,96.99,28.6,24.3,26.7,27.3,27.3,[27.3],24.3,28.6,,28.6,4.11,27.5,26.0,25.3
2023-06-04 21:40:00,28.1,96.71,27.5,25.9,26.725,26.8,26.8,[26.8],25.9,27.5,,27.5,0.68,26.0,26.0,26.0
2023-06-04 21:45:00,28.1,105.88,27.5,24.1,26.25,27.5,27.5,[27.5],24.1,27.5,,27.5,4.43,27.0,26.0,25.9
2023-06-04 21:50:00,28.0,99.58,28.1,25.5,26.9,27.1,27.1,[27.1],25.5,28.1,,28.1,0.64,26.5,26.0,25.9
2023-06-04 21:55:00,28.0,104.83,28.1,25.0,26.6,27.1,27.1,[27.1],25.0,28.1,,28.1,4.23,26.5,26.0,25.2
2023-06-04 22:00:00,28.0,96.97,28.7,25.0,26.925,27.0,27.0,[27.0],25.0,28.7,,28.7,0.58,27.0,26.0,25.3
2023-06-04 22:05:00,28.0,104.3,28.7,24.7,26.925,27.3,27.3,[27.3],24.7,28.7,,28.7,4.16,26.0,26.0,25.6
2023-06-04 22:10:00,28.0,93.38,28.7,25.4,27.075,27.2,27.2,[27.2],25.4,28.7,,28.7,0.59,27.5,26.0,25.5
2023-06-04 22:15:00,28.0,104.15,27.5,25.4,26.450000000000003,27.3,27.3,[27.3],25.4,27.5,,27.5,4.28,27.0,26.0,25.4
2023-06-04 22:20:00,28.0,96.41,27.5,25.9,26.700000000000003,27.7,27.7,[27.7],25.9,27.5,,27.5,4.24,26.0,26.0,25.9
2023-06-04 22:25:00,28.0,99.99,27.5,24.2,26.1,27.1,27.1,[27.1],24.2,27.5,,27.5,4.5,26.0,26.0,25.2
2023-06-04 22:30:00,27.9,96.99,28.7,25.9,27.3,27.6,27.6,[27.6],25.9,28.7,,28.7,4.39,27.5,26.0,25.9
2023-06-04 22:35:00,27.9,100.52,27.7,24.1,26.175,26.8,26.8,[26.8],24.1,27.7,,27.7,0.87,26.0,26.0,25.2
2023-06-04 22:40:00,27.9,103.69,28.2,25.4,26.925,27.4,27.4,[27.4],25.4,28.2,,28.2,4.71,26.5,26.0,25.9
2023-06-04 22:45:00,27.9,88.6,28.3,24.6,26.6,27.1,27.1,[27.1],24.6,28.3,,28.3,0.57,25.5,26.0,25.2
2023-06-04 22:50:00,27.9,103.15,28.0,25.0,26.55,27.3,27.3,[27.3],25.0,28.0,,28.0,4.18,26.5,26.0,25.2
2023-06-04 22:55:00,27.9,88.46000000000001,28.4,24.4,26.6,27.0,27.0,[27.0],24.4,28.4,,28.4,0.57,26.5,26.0,25.2
2023-06-04 23:00:00,27.8,104.36,28.1,24.4,26.575,27.3,27.3,[27.3],24.4,28.1,,28.1,4.3,26.5,26.0,25.7
2023-06-04 23:05:00,27.8,93.09,28.1,25.1,26.750000000000004,27.3,27.3,[27.3],25.1,28.1,,28.1,0.57,27.0,26.0,25.7
2023-06-04 23:10:00,27.8,104.53,28.0,25.0,26.625,27.2,27.2,[27.2],25.0,28.0,,28.0,4.43,26.5,26.0,25.5
2023-06-04 23:15:00,27.8,88.51,28.0,24.8,26.55,27.1,27.1,[27.1],24.8,28.0,,28.0,0.57,27.0,26.0,25.4
2023-06-04 23:20:00,27.8,104.05,28.7,24.8,26.9,27.1,27.1,[27.1],24.8,28.7,,28.7,4.16,26.0,26.0,25.4
2023-06-04 23:25:00,27.8,98.58,28.9,25.3,27.15,27.2,27.2,[27.2],25.3,28.9,,28.9,0.57,27.5,26.0,25.5
2023-06-04 23:30:00,27.7,99.63,27.6,24.3,26.225,27.2,27.2,[27.2],24.3,27.6,,27.6,4.09,26.0,26.0,25.4
2023-06-04 23:35:00,27.8,99.54,28.9,25.7,27.3,27.5,27.5,[27.5],25.7,28.9,,28.9,0.57,27.5,26.0,25.7
2023-06-04 23:40:00,27.7,92.04,27.5,24.2,26.225,26.9,26.9,[26.9],24.2,27.5,,27.5,4.2,26.0,26.0,25.7
2023-06-04 23:45:00,27.7,101.64,28.9,26.0,27.45,27.2,27.2,[27.2],26.0,28.9,,28.9,3.63,28.0,26.0,26.0
2023-06-04 23:50:00,27.7,91.84,27.7,24.1,26.225,26.8,26.8,[26.8],24.1,27.7,,27.7,4.6,26.0,26.0,25.4
2023-06-04 23:55:00,27.7,104.43,27.7,25.9,26.8,27.4,27.4,[27.4],25.9,27.7,,27.7,5.08,27.5,26.0,25.9
2023-06-05 00:00:00,27.6,99.06,28.9,24.0,26.775,26.8,26.8,[26.8],24.0,28.9,,28.9,4.11,25.5,26.0,25.3
2023-06-05 00:05:00,27.6,103.62,28.9,25.9,27.425,27.4,27.4,[27.4],25.9,28.9,,28.9,4.25,27.5,26.0,26.0
2023-06-05 00:10:00,27.6,94.92000000000002,27.8,24.0,26.4,26.8,26.8,[26.8],24.0,27.8,,27.8,4.23,26.0,26.0,26.0
2023-06-05 00:15:00,27.5,96.46,28.9,26.3,27.6,27.2,27.2,[27.2],26.3,28.9,,28.9,4.8,27.5,26.0,26.3
2023-06-05 00:20:00,27.5,97.71,28.2,24.1,26.45,26.9,26.9,[26.9],24.1,28.2,,28.2,4.13,26.0,26.0,25.3
2023-06-05 00:25:00,27.5,95.53,28.2,24.1,26.45,27.1,27.1,[27.1],24.1,28.2,,28.2,4.59,26.0,26.0,25.3
2023-06-05 00:30:00,27.5,98.03,28.3,24.2,26.725,27.1,27.1,[27.1],24.2,28.3,,28.3,4.4,26.0,26.0,26.1
2023-06-05 00:35:00,27.5,95.96,28.8,25.9,27.35,27.7,27.7,[27.7],25.9,28.8,,28.8,4.35,27.5,26.0,25.9
2023-06-05 00:40:00,27.5,98.56,28.8,25.9,27.375,27.0,27.0,[27.0],25.9,28.8,,28.8,4.15,27.5,26.0,26.0
2023-06-05 00:45:00,27.5,102.26,28.7,24.1,26.7,27.2,27.2,[27.2],24.1,28.7,,28.7,4.03,27.0,26.0,25.3
2023-06-05 00:50:00,27.4,95.36,28.7,25.6,27.15,26.9,26.9,[26.9],25.6,28.7,,28.7,0.89,26.0,26.0,25.6
2023-06-05 00:55:00,27.4,102.08,28.6,26.2,27.4,27.4,27.4,[27.4],26.2,28.6,,28.6,4.28,27.5,26.0,26.2
2023-06-05 01:00:00,27.4,90.52,28.5,24.3,26.675,27.0,27.0,[27.0],24.3,28.5,,28.5,4.23,26.0,26.0,25.4
2023-06-05 01:05:00,27.4,102.87,,,,27.6,27.6,[27.6],,,,,5.07,28.0,26.0,
2023-06-05 01:10:00,27.4,90.26,28.2,25.5,26.975,27.0,27.0,[27.0],25.5,28.2,,28.2,4.18,26.0,26.0,26.0
2023-06-05 01:15:00,27.3,101.3,28.8,26.2,27.5,27.6,27.6,[27.6],26.2,28.8,,28.8,4.57,28.0,26.0,26.2
2023-06-05 01:20:00,27.3,90.49,28.8,24.1,26.925,27.0,27.0,[27.0],24.1,28.8,,28.8,4.57,26.0,26.0,26.0
2023-06-05 01:25:00,27.3,102.54,28.7,24.1,26.85,27.5,27.5,[27.5],24.1,28.7,,28.7,5.38,27.5,26.0,25.9
2023-06-05 01:30:00,27.3,97.47,28.7,25.8,27.25,26.9,26.9,[26.9],25.8,28.7,,28.7,4.1,25.5,26.0,25.8
2023-06-05 01:35:00,27.3,94.1,28.4,24.0,26.5,27.4,27.4,[27.4],24.0,28.4,,28.4,4.07,27.0,26.0,25.2
2023-06-05 01:40:00,27.2,96.75,28.4,23.9,26.675,26.7,26.7,[26.7],23.9,28.4,,28.4,4.55,25.5,26.0,26.0
2023-06-05 01:45:00,27.2,90.25,29.1,26.5,27.8,27.1,27.1,[27.1],26.5,29.1,,29.1,0.59,27.5,26.0,26.5
2023-06-05 01:50:00,27.2,97.34,29.1,26.5,27.8,26.9,26.9,[26.9],26.5,29.1,,29.1,4.23,25.5,26.0,26.5
2023-06-05 01:55:00,27.2,92.94,29.1,25.8,27.475,27.3,27.3,[27.3],25.8,29.1,,29.1,0.59,27.5,26.0,25.9
2023-06-05 02:00:00,27.2,97.32,27.8,24.1,26.25,27.0,27.0,[27.0],24.1,27.8,,27.8,4.34,26.0,26.0,25.3
2023-06-05 02:05:00,27.2,90.66,27.8,26.1,26.950000000000003,27.4,27.4,[27.4],26.1,27.8,,27.8,0.59,27.5,26.0,26.1
2023-06-05 02:10:00,27.2,97.52,27.7,24.4,26.325,27.1,27.1,[27.1],24.4,27.7,,27.7,4.35,26.0,26.0,25.5
2023-06-05 02:15:00,27.2,96.84,29.1,25.6,27.4,26.9,26.9,[26.9],25.6,29.1,,29.1,0.58,27.0,26.0,25.8
2023-06-05 02:20:00,27.1,97.54,28.0,25.6,26.85,27.0,27.0,[27.0],25.6,28.0,,28.0,4.35,26.0,26.0,25.8
2023-06-05 02:25:00,27.1,96.59,29.0,25.1,27.175,27.2,27.2,[27.2],25.1,29.0,,29.0,0.58,27.0,26.0,25.6
2023-06-05 02:30:00,27.1,89.46000000000001,27.6,24.6,26.35,27.4,27.4,[27.4],24.6,27.6,,27.6,4.13,26.0,26.0,25.6
2023-06-05 02:35:00,27.1,97.23,28.9,25.6,27.3,27.4,27.4,[27.4],25.6,28.9,,28.9,0.59,27.5,26.0,25.8
2023-06-05 02:40:00,27.1,94.14,27.8,24.7,26.525,27.2,27.2,[27.2],24.7,27.8,,27.8,4.63,26.0,26.0,25.8
2023-06-05 02:45:00,27.0,97.14,28.9,24.7,27.0,27.1,27.1,[27.1],24.7,28.9,,28.9,0.59,26.5,26.0,25.5
2023-06-05 02:50:00,27.0,93.74,28.9,24.7,27.075,27.4,27.4,[27.4],24.7,28.9,,28.9,4.15,26.5,26.0,25.8
2023-06-05 02:55:00,27.0,93.76,28.9,24.9,27.125,26.9,26.9,[26.9],24.9,28.9,,28.9,0.59,26.5,26.0,25.8
2023-06-05 03:00:00,27.1,101.29,28.9,26.3,27.6,27.1,27.1,[27.1],26.3,28.9,,28.9,4.66,27.5,26.0,26.3
2023-06-05 03:05:00,27.1,97.75,28.9,24.1,27.025,26.9,26.9,[26.9],24.1,28.9,,28.9,4.1,26.0,26.0,26.2
2023-06-05 03:10:00,27.0,102.01,28.5,26.1,27.3,27.7,27.7,[27.7],26.1,28.5,,28.5,5.39,27.5,26.0,26.1
2023-06-05 03:15:00,27.0,89.91,28.4,24.1,26.575000000000003,26.9,26.9,[26.9],24.1,28.4,,28.4,4.1,26.0,26.0,25.4
2023-06-05 03:20:00,26.9,97.32,28.9,26.1,27.5,27.5,27.5,[27.5],26.1,28.9,,28.9,0.58,27.5,26.0,26.1
2023-06-05 03:25:00,26.9,89.94,27.8,26.1,26.950000000000003,27.4,27.4,[27.4],26.1,27.8,,27.8,4.73,26.0,26.0,26.1
2023-06-05 03:30:00,26.9,97.29,29.0,24.4,27.0,27.3,27.3,[27.3],24.4,29.0,,29.0,0.59,27.5,26.0,25.6
2023-06-05 03:35:00,26.9,90.14,27.9,24.4,26.475,26.9,26.9,[26.9],24.4,27.9,,27.9,4.18,26.0,26.0,25.7
2023-06-05 03:40:00,26.9,97.15,29.0,25.0,27.175,27.0,27.0,[27.0],25.0,29.0,,29.0,0.59,27.0,26.0,25.7
2023-06-05 03:45:00,26.9,100.94,28.0,25.0,26.725,27.4,27.4,[27.4],25.0,28.0,,28.0,4.2,26.5,26.0,25.9
2023-06-05 03:50:00,26.8,93.76,28.7,24.4,26.8,27.1,27.1,[27.1],24.4,28.7,,28.7,0.58,26.5,26.0,25.4
2023-06-05 03:55:00,26.8,100.85,28.2,25.2,26.875,27.5,27.5,[27.5],25.2,28.2,,28.2,4.76,26.5,26.0,25.9
2023-06-05 04:00:00,26.8,85.76,28.5,24.3,26.8,26.8,26.8,[26.8],24.3,28.5,,28.5,0.58,26.0,26.0,25.9
2023-06-05 04:05:00,26.8,100.73,28.5,26.0,27.25,27.6,27.6,[27.6],26.0,28.5,,28.5,4.16,27.5,26.0,26.0
2023-06-05 04:10:00,26.7,85.97999999999999,28.5,26.0,27.25,26.9,26.9,[26.9],26.0,28.5,,28.5,4.39,26.0,26.0,26.0
2023-06-05 04:15:00,26.7,97.25,28.6,26.1,27.35,27.5,27.5,[27.5],26.1,28.6,,28.6,0.58,27.5,26.0,26.1
2023-06-05 04:20:00,26.8,89.31,28.8,24.2,26.95,27.1,27.1,[27.1],24.2,28.8,,28.8,4.24,26.0,26.0,26.0
2023-06-05 04:25:00,26.7,96.92,28.0,25.6,26.85,27.4,27.4,[27.4],25.6,28.0,,28.0,0.59,27.5,26.0,25.8
2023-06-05 04:30:00,26.7,96.39,28.2,23.9,26.525,26.9,26.9,[26.9],23.9,28.2,,28.2,4.45,25.5,26.0,25.8
2023-06-05 04:35:00,26.7,97.25,28.2,25.2,26.8,27.2,27.2,[27.2],25.2,28.2,,28.2,0.59,27.0,26.0,25.6
2023-06-05 04:40:00,26.7,,27.5,24.5,26.3,27.2,27.2,[27.2],24.5,27.5,,27.5,4.12,26.0,26.0,25.7
2023-06-05 04:45:00,26.6,97.11,28.9,24.8,27.025,27.0,27.0,[27.0],24.8,28.9,,28.9,0.59,26.5,26.0,25.5
2023-06-05 04:50:00,26.6,100.36,28.9,25.4,27.325,27.1,27.1,[27.1],25.4,28.9,,28.9,4.41,26.5,26.0,26.1
2023-06-05 04:55:00,26.6,85.9,28.5,25.4,27.125,26.8,26.8,[26.8],25.4,28.5,,28.5,0.64,26.0,26.0,26.1
2023-06-05 05:00:00,26.6,101.1,28.7,26.2,27.45,27.6,27.6,[27.6],26.2,28.7,,28.7,4.26,28.0,26.0,26.2
2023-06-05 05:05:00,26.6,89.34,28.6,24.1,26.675000000000004,27.0,27.0,[27.0],24.1,28.6,,28.6,4.61,25.5,26.0,25.4
2023-06-05 05:10:00,26.6,96.91,28.8,25.8,27.3,27.4,27.4,[27.4],25.8,28.8,,28.8,0.58,27.5,26.0,25.8
2023-06-05 05:15:00,26.6,89.17,27.5,25.8,26.65,27.2,27.2,[27.2],25.8,27.5,,27.5,4.34,26.0,26.0,25.8
2023-06-05 05:20:00,26.6,96.93,28.9,24.2,26.9,27.1,27.1,[27.1],24.2,28.9,,28.9,0.58,27.0,26.0,25.6
2023-06-05 05:25:00,26.5,93.54,28.3,25.1,26.825000000000003,27.0,27.0,[27.0],25.1,28.3,,28.3,4.11,26.0,26.0,25.6
2023-06-05 05:30:00,26.5,93.38,28.8,24.3,26.825000000000003,26.9,26.9,[26.9],24.3,28.8,,28.8,0.58,26.5,26.0,25.4
2023-06-05 05:35:00,26.5,93.6,28.5,25.7,27.200000000000003,27.0,27.0,[27.0],25.7,28.5,,28.5,3.98,27.0,26.0,26.1
2023-06-05 05:40:00,26.5,94.3,28.5,25.7,27.1,26.7,26.7,[26.7],25.7,28.5,,28.5,0.84,26.0,26.0,25.7
2023-06-05 05:45:00,26.5,97.17,28.5,26.5,27.5,27.4,27.4,[27.4],26.5,28.5,,28.5,0.58,27.5,26.0,26.5
2023-06-05 05:50:00,26.5,97.87,28.8,24.5,27.0,27.3,27.3,[27.3],24.5,28.8,,28.8,4.2,26.0,26.0,25.9
2023-06-05 05:55:00,26.4,96.92,28.1,24.5,26.65,27.0,27.0,[27.0],24.5,28.1,,28.1,0.58,27.0,26.0,25.9
2023-06-05 06:00:00,26.4,93.86,27.8,24.8,26.575000000000003,27.5,27.5,[27.5],24.8,27.8,,27.8,4.14,26.0,26.0,25.9
2023-06-05 06:05:00,26.4,94.27,28.5,24.4,26.675,27.0,27.0,[27.0],24.4,28.5,,28.5,0.58,26.5,26.0,25.3
2023-06-05 06:10:00,26.4,94.59,27.9,24.4,26.375,27.4,27.4,[27.4],24.4,27.9,,27.9,4.11,26.5,26.0,25.3
2023-06-05 06:15:00,26.4,94.49,28.5,24.2,26.725,26.8,26.8,[26.8],24.2,28.5,,28.5,0.58,26.0,26.0,25.7
2023-06-05 06:20:00,26.4,95.96,,,,27.4,27.4,[27.4],,,,,0.59,27.5,26.0,
2023-06-05 06:25:00,26.3,97.87,27.7,26.5,27.1,27.0,27.0,[27.0],26.5,27.7,,27.7,4.11,25.5,26.0,26.5
2023-06-05 06:30:00,26.3,97.78,29.1,26.2,27.65,27.1,27.1,[27.1],26.2,29.1,,29.1,0.58,27.5,26.0,26.2
2023-06-05 06:35:00,26.3,102.19,28.1,25.0,26.8,27.1,27.1,[27.1],25.0,28.1,,28.1,4.43,26.0,26.0,26.0
2023-06-05 06:40:00,26.3,94.83,28.1,24.6,26.700000000000003,26.8,26.8,[26.8],24.6,28.1,,28.1,0.58,26.5,26.0,26.0
2023-06-05 06:45:00,26.2,103.17,28.7,24.6,27.025,27.4,27.4,[27.4],24.6,28.7,,28.7,4.29,27.0,26.0,26.1
2023-06-05 06:50:00,26.3,94.02,28.2,24.2,26.475,26.8,26.8,[26.8],24.2,28.2,,28.2,0.66,26.0,26.0,25.3
2023-06-05 06:55:00,26.3,91.53,28.6,24.2,26.675,27.0,27.0,[27.0],24.2,28.6,,28.6,0.58,27.5,26.0,25.3
2023-06-05 07:00:00,26.3,97.99,28.9,24.7,27.15,27.1,27.1,[27.1],24.7,28.9,,28.9,4.1,26.0,26.0,26.1
2023-06-05 07:05:00,26.3,91.33,29.1,25.2,27.275,27.0,27.0,[27.0],25.2,29.1,,29.1,0.58,27.0,26.0,25.7
2023-06-05 07:10:00,26.3,102.57,29.1,26.5,27.8,27.4,27.4,[27.4],26.5,29.1,,29.1,4.27,27.5,26.0,26.5
2023-06-05 07:15:00,26.3,90.98,28.8,26.5,27.65,26.7,26.7,[26.7],26.5,28.8,,28.8,4.16,26.0,26.0,26.5
2023-06-05 07:20:00,26.2,98.74,28.7,26.4,27.55,27.3,27.3,[27.3],26.4,28.7,,28.7,0.58,27.5,26.0,26.4
2023-06-05 07:25:00,26.2,97.59,28.2,24.4,26.625,27.0,27.0,[27.0],24.4,28.2,,28.2,4.07,26.0,26.0,25.7
2023-06-05 07:30:00,26.2,98.85,29.1,25.1,27.275,26.9,26.9,[26.9],25.1,29.1,,29.1,0.58,27.0,26.0,25.8
2023-06-05 07:35:00,26.1,97.69,29.1,24.5,27.1,27.2,27.2,[27.2],24.5,29.1,,29.1,4.12,26.0,26.0,25.7
2023-06-05 07:40:00,26.1,94.81,28.8,24.5,26.875,26.9,26.9,[26.9],24.5,28.8,,28.8,0.58,26.5,26.0,25.4
2023-06-05 07:45:00,26.2,102.26,28.5,25.3,27.075,27.0,27.0,[27.0],25.3,28.5,,28.5,4.76,26.5,26.0,26.0
2023-06-05 07:50:00,26.2,87.18,28.7,24.1,26.7,26.7,26.7,[26.7],24.1,28.7,,28.7,0.65,26.0,26.0,25.3
2023-06-05 07:55:00,26.2,102.68,28.7,26.2,27.45,27.4,27.4,[27.4],26.2,28.7,,28.7,3.82,28.0,26.0,26.2
2023-06-05 08:00:00,26.2,91.24,28.4,24.0,26.55,26.6,26.6,[26.6],24.0,28.4,,28.4,4.62,26.0,26.0,25.4
2023-06-05 08:05:00,26.2,100.04,28.9,25.8,27.375,27.1,27.1,[27.1],25.8,28.9,,28.9,0.58,27.5,26.0,25.9
2023-06-05 08:10:00,26.1,95.68,28.7,26.0,27.450000000000003,27.3,27.3,[27.3],26.0,28.7,,28.7,4.08,27.0,26.0,26.4
2023-06-05 08:15:00,26.1,95.36,28.8,24.1,26.8,26.8,26.8,[26.8],24.1,28.8,,28.8,0.66,26.0,26.0,25.5
2023-06-05 08:20:00,26.1,91.98,29.0,26.7,27.85,27.1,27.1,[27.1],26.7,29.0,,29.0,0.57,27.5,26.0,26.7
2023-06-05 08:25:00,26.1,99.25,28.3,26.7,27.5,26.9,26.9,[26.9],26.7,28.3,,28.3,4.3,25.5,26.0,26.7
2023-06-05 08:30:00,26.1,99.37,29.2,25.7,27.45,26.7,26.7,[26.7],25.7,29.2,,29.2,0.58,27.0,26.0,25.7
2023-06-05 08:35:00,26.0,103.99,28.7,25.7,27.225,26.8,26.8,[26.8],25.7,28.7,,28.7,4.14,27.5,26.0,25.8
2023-06-05 08:40:00,26.1,94.96,28.7,24.2,26.75,26.7,26.7,[26.7],24.2,28.7,,28.7,0.63,26.0,26.0,25.4
2023-06-05 08:45:00,26.0,99.4,29.1,26.8,27.95,27.1,27.1,[27.1],26.8,29.1,,29.1,0.58,27.5,26.0,26.8
2023-06-05 08:50:00,26.1,98.76,29.1,24.3,27.0,26.8,26.8,[26.8],24.3,29.1,,29.1,4.37,26.0,26.0,25.5
2023-06-05 08:55:00,26.0,95.42,28.4,25.4,27.025,26.8,26.8,[26.8],25.4,28.4,,28.4,5.0,27.0,26.0,25.9
2023-06-05 09:00:00,26.0,96.03,28.3,23.9,26.45,26.2,26.2,[26.2],23.9,28.3,,28.3,0.87,26.0,26.0,25.3
2023-06-05 09:05:00,26.0,95.73,28.3,23.9,26.45,26.0,26.0,[26.0],23.9,28.3,,28.3,,26.5,26.0,25.3
2023-06-05 09:10:00,26.1,94.92,28.2,23.8,26.450000000000003,26.0,26.0,[26.0],23.8,28.2,,28.2,0.64,25.5,26.0,25.6
2023-06-05 09:15:00,26.0,95.77,28.2,23.8,26.425,25.9,25.9,[25.9],23.8,28.2,,28.2,4.0,26.0,26.0,25.5
2023-06-05 09:20:00,26.0,95.38,28.2,24.0,26.35,25.9,25.9,[25.9],24.0,28.2,,28.2,0.56,26.0,26.0,25.0
2023-06-05 09:25:00,26.0,102.34,28.1,24.1,26.325000000000003,25.6,25.6,[25.6],24.1,28.1,,28.1,3.82,26.0,26.0,25.0
2023-06-05 09:30:00,26.0,96.17,28.1,24.3,26.375,26.1,26.1,[26.1],24.3,28.1,,28.1,0.56,26.5,26.0,25.0
2023-06-05 09:35:00,26.0,102.86,27.8,24.3,26.275,25.4,25.4,[25.4],24.3,27.8,,27.8,4.03,25.5,26.0,25.2
2023-06-05 09:40:00,26.0,91.34,28.2,24.4,26.475,25.7,25.7,[25.7],24.4,28.2,,28.2,4.02,26.5,26.0,25.1
2023-06-05 09:45:00,25.9,103.5,28.2,24.4,26.45,25.3,25.3,[25.3],24.4,28.2,,28.2,4.2,25.5,26.0,25.0
2023-06-05 09:50:00,26.0,91.28,28.4,24.4,26.575,25.5,25.5,[25.5],24.4,28.4,,28.4,3.71,26.0,26.0,25.1
2023-06-05 09:55:00,26.0,99.83,27.7,23.8,26.025,25.1,25.1,[25.1],23.8,27.7,,27.7,0.75,25.5,26.0,24.9
2023-06-05 10:00:00,26.0,92.4,28.4,24.5,26.625,25.3,25.3,[25.3],24.5,28.4,,28.4,3.95,26.0,26.0,25.2
2023-06-05 10:05:00,25.9,99.81,28.5,24.0,26.55,25.2,25.2,[25.2],24.0,28.5,,28.5,0.59,26.0,26.0,25.2
2023-06-05 10:10:00,25.9,98.76,29.1,24.5,27.075000000000003,25.4,25.4,[25.4],24.5,29.1,,29.1,3.89,26.5,26.0,25.6
2023-06-05 10:15:00,25.8,100.34,28.9,24.4,26.925,25.3,25.3,[25.3],24.4,28.9,,28.9,0.54,26.0,26.0,25.5
2023-06-05 10:20:00,25.9,103.17,29.1,24.3,27.0,25.3,25.3,[25.3],24.3,29.1,,29.1,4.04,26.0,26.0,25.5
2023-06-05 10:25:00,25.9,88.78999999999999,29.1,24.5,27.1,25.4,25.4,[25.4],24.5,29.1,,29.1,0.54,26.0,26.0,25.7
2023-06-05 10:30:00,25.9,103.42,28.3,24.4,26.7,25.4,25.4,[25.4],24.4,28.3,,28.3,4.26,26.0,26.0,25.8
2023-06-05 10:35:00,26.0,89.13999999999999,29.2,24.4,27.15,25.6,25.6,[25.6],24.4,29.2,,29.2,0.55,26.5,26.0,25.8
2023-06-05 10:40:00,25.9,102.99,29.1,24.5,27.125,25.5,25.5,[25.5],24.5,29.1,,29.1,3.92,26.0,26.0,25.8
