time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1358333_c,1358333_h,1358333_r,1358333_s,1358334_c,1358334_h,1358334_r,1358334_s,1358338_c,1358338_h,1358338_r,1358338_s,1358341_c,1358341_h,1358341_r,1358341_s,1358342_c,1358342_h,1358342_r,1358342_s,3826022_c,3826022_h,3826022_r,3826022_s,3826023_c,3826023_h,3826023_r,3826023_s,3826024_c,3826024_h,3826024_r,3826024_s
2023-06-04 15:15:00,26.6,45173.09,31.7,25.3,28.275,27.3,27.3,[27.3],1.0,30.2,25.7,25.0,1.0,25.3,27.5,25.0,1.0,31.7,26.7,26.0,1.0,26.4,26.5,26.0,1.0,31.7,27.0,25.0,1.0,26.6,26.7,25.0,1.0,26.0,26.0,25.0,1.0,28.3,27.0,25.0
2023-06-04 15:20:00,26.6,45228.98,31.8,25.3,28.3625,27.1,27.1,[27.1],1.0,30.2,26.1,25.0,1.0,25.3,27.6,25.0,1.0,31.8,27.2,26.0,1.0,26.8,26.7,26.0,1.0,31.8,27.0,25.0,1.0,26.5,26.7,25.0,1.0,26.2,25.8,25.0,1.0,28.3,27.5,25.0
2023-06-04 15:25:00,26.6,45154.31,31.8,25.4,28.3375,27.1,27.1,[27.1],1.0,30.5,27.1,25.0,1.0,25.4,27.6,25.0,1.0,31.8,26.4,26.0,1.0,26.4,26.7,26.0,1.0,31.8,26.7,25.0,1.0,26.4,26.3,25.0,1.0,26.1,25.5,25.0,1.0,28.3,26.8,25.0
2023-06-04 15:30:00,26.5,45101.36,31.6,25.3,28.287500000000005,26.8,26.8,[26.8],1.0,30.5,26.0,25.0,1.0,25.3,27.0,25.0,1.0,31.6,26.9,26.0,1.0,26.7,26.3,26.0,1.0,31.6,26.7,25.0,1.0,26.3,26.5,25.0,1.0,26.0,25.3,25.0,1.0,28.3,27.1,25.0
2023-06-04 15:35:00,26.6,45207.85,31.7,25.3,28.2125,27.0,27.0,[27.0],1.0,30.0,26.2,25.0,1.0,25.3,27.4,25.0,1.0,31.7,27.0,26.0,1.0,26.5,26.5,26.0,1.0,31.7,27.1,25.0,1.0,26.3,26.8,25.0,1.0,26.0,25.7,25.0,1.0,28.2,27.4,25.0
2023-06-04 15:40:00,26.6,45237.03,31.8,25.3,28.35,27.2,27.2,[27.2],1.0,30.4,27.0,25.0,1.0,25.3,27.4,25.0,1.0,31.8,27.0,26.0,1.0,26.4,26.3,26.0,1.0,31.8,26.6,25.0,1.0,26.6,26.4,25.0,1.0,26.2,25.7,25.0,1.0,28.3,26.9,25.0
2023-06-04 15:45:00,26.6,45155.02,31.8,25.3,28.35,27.2,27.2,[27.2],1.0,30.1,25.9,25.0,1.0,25.3,26.9,25.0,1.0,31.8,27.0,26.0,1.0,26.7,26.5,26.0,1.0,31.8,27.3,25.0,1.0,26.5,27.1,25.0,1.0,26.2,27.2,25.0,1.0,28.4,27.3,25.0
2023-06-04 15:50:00,26.5,45239.15,31.9,25.3,28.4,27.3,27.3,[27.3],1.0,30.1,26.0,25.0,1.0,25.3,27.2,25.0,1.0,31.9,27.2,26.0,1.0,26.7,26.6,26.0,1.0,31.9,26.9,25.0,1.0,26.6,26.7,25.0,1.0,26.3,25.7,25.0,1.0,28.4,27.5,25.0
2023-06-04 15:55:00,26.5,45135.24,31.8,25.4,28.375,27.1,27.1,[27.1],1.0,30.5,26.9,25.0,1.0,25.4,27.3,25.0,1.0,31.8,26.6,26.0,1.0,26.5,26.3,26.0,1.0,31.8,26.8,25.0,1.0,26.5,28.0,25.0,1.0,26.1,25.4,25.0,1.0,28.4,26.9,25.0
2023-06-04 16:00:00,26.5,45212.97,31.8,25.3,28.325,27.1,27.1,[27.1],1.0,30.2,25.7,25.0,1.0,25.3,27.0,25.0,1.0,31.8,27.2,26.0,1.0,26.7,26.5,26.0,1.0,31.8,27.1,25.0,1.0,26.5,27.1,25.0,1.0,26.1,25.7,25.0,1.0,28.2,27.5,25.0
2023-06-04 16:05:00,26.5,45143.55,31.9,25.3,28.3625,27.2,27.2,[27.2],1.0,30.0,26.2,25.0,1.0,25.3,27.1,25.0,1.0,31.9,27.2,26.0,1.0,26.7,26.2,26.0,1.0,31.9,26.9,25.0,1.0,26.6,27.1,25.0,1.0,26.3,25.6,25.0,1.0,28.2,26.7,25.0
2023-06-04 16:10:00,26.5,45142.93,31.9,25.3,28.325,27.2,27.2,[27.2],1.0,30.4,26.8,25.0,1.0,25.3,27.0,25.0,1.0,31.9,26.8,26.0,1.0,26.4,26.5,26.0,1.0,31.9,26.9,25.0,1.0,26.4,26.7,25.0,1.0,26.1,25.7,25.0,1.0,28.2,26.9,25.0
2023-06-04 16:15:00,26.4,,31.9,25.3,28.3125,27.2,27.2,[27.2],1.0,30.0,25.9,25.0,1.0,25.3,27.0,25.0,1.0,31.9,26.9,26.0,1.0,26.7,26.6,26.0,1.0,31.9,27.2,25.0,1.0,26.5,27.0,25.0,1.0,26.1,27.0,25.0,1.0,28.1,27.5,25.0
2023-06-04 16:20:00,26.5,45247.98,32.0,25.4,28.3625,27.2,27.2,[27.2],1.0,30.1,26.3,25.0,1.0,25.4,27.3,25.0,1.0,32.0,26.5,26.0,1.0,26.7,26.6,26.0,1.0,32.0,26.7,25.0,1.0,26.5,26.3,25.0,1.0,26.1,25.5,25.0,1.0,28.1,26.7,25.0
2023-06-04 16:25:00,26.4,45210.87,31.8,25.4,28.325,27.0,27.0,[27.0],1.0,30.0,26.7,25.0,1.0,25.4,27.5,25.0,1.0,31.8,27.1,26.0,1.0,27.0,26.6,26.0,1.0,31.8,27.0,25.0,1.0,26.4,26.8,25.0,1.0,26.1,25.5,25.0,1.0,28.1,27.6,25.0
2023-06-04 16:30:00,26.4,45145.85,31.9,25.4,28.325,27.1,27.1,[27.1],1.0,30.2,25.5,25.0,1.0,25.4,27.1,25.0,1.0,31.9,26.4,26.0,1.0,26.8,26.6,26.0,1.0,31.9,26.9,25.0,1.0,26.4,26.3,25.0,1.0,26.1,25.6,25.0,1.0,27.9,26.7,25.0
2023-06-04 16:35:00,26.3,45183.97,31.7,25.4,28.2375,27.0,27.0,[27.0],1.0,29.9,26.4,25.0,1.0,25.4,27.3,25.0,1.0,31.7,26.7,26.0,1.0,26.9,26.7,26.0,1.0,31.7,26.5,25.0,1.0,26.4,25.9,25.0,1.0,25.8,25.2,25.0,1.0,28.1,27.0,25.0
2023-06-04 16:40:00,26.3,45243.84,31.7,25.3,28.225,27.0,27.0,[27.0],1.0,30.2,26.5,25.0,1.0,25.3,27.6,25.0,1.0,31.7,26.9,26.0,1.0,26.9,26.7,26.0,1.0,31.7,27.3,25.0,1.0,26.1,25.9,25.0,1.0,26.0,26.8,25.0,1.0,27.9,27.6,25.0
2023-06-04 16:45:00,26.3,45160.17,31.7,25.5,28.225,27.0,27.0,[27.0],1.0,30.0,25.6,25.0,1.0,25.5,27.1,25.0,1.0,31.7,26.9,26.0,1.0,26.9,26.7,26.0,1.0,31.7,26.9,25.0,1.0,26.2,26.0,25.0,1.0,26.0,26.8,25.0,1.0,27.8,27.6,25.0
2023-06-04 16:50:00,26.2,45262.07,31.5,25.5,28.175,26.9,26.9,[26.9],1.0,30.0,26.6,25.0,1.0,25.5,27.5,25.0,1.0,31.5,27.0,26.0,1.0,27.0,26.8,26.0,1.0,31.5,27.1,25.0,1.0,26.1,26.2,25.0,1.0,25.9,25.3,25.0,1.0,27.9,29.1,25.0
2023-06-04 16:55:00,26.3,45224.21,31.7,25.4,28.225,27.2,27.2,[27.2],1.0,30.0,26.3,25.0,1.0,25.4,27.4,25.0,1.0,31.7,26.8,26.0,1.0,26.9,26.7,26.0,1.0,31.7,27.2,25.0,1.0,26.4,27.1,25.0,1.0,25.9,25.9,25.0,1.0,27.8,27.3,25.0
2023-06-04 17:00:00,26.3,45205.56,31.8,25.5,28.287500000000005,27.2,27.2,[27.2],1.0,30.2,25.8,25.0,1.0,25.5,27.2,25.0,1.0,31.8,26.5,26.0,1.0,26.9,26.7,26.0,1.0,31.8,26.7,25.0,1.0,26.3,26.3,25.0,1.0,26.0,25.5,25.0,1.0,27.8,26.9,25.0
2023-06-04 17:05:00,26.3,45292.03,31.8,25.5,28.287500000000005,27.1,27.1,[27.1],1.0,30.1,26.4,25.0,1.0,25.5,27.4,25.0,1.0,31.8,26.9,26.0,1.0,27.0,26.8,26.0,1.0,31.8,27.2,25.0,1.0,26.3,26.9,25.0,1.0,26.0,25.8,25.0,1.0,27.8,27.2,25.0
2023-06-04 17:10:00,26.2,45290.67,,,,27.2,27.2,[27.2],1.0,,26.5,25.0,1.0,,27.5,25.0,1.0,,26.8,26.0,1.0,,26.7,26.0,1.0,,27.5,25.0,1.0,,27.0,25.0,1.0,,26.0,25.0,1.0,,27.4,25.0
2023-06-04 17:15:00,26.2,45174.84,31.8,25.4,28.325000000000003,27.2,27.2,[27.2],1.0,30.3,25.9,25.0,1.0,25.4,27.1,25.0,1.0,31.8,26.7,26.0,1.0,26.9,26.8,26.0,1.0,31.8,27.5,25.0,1.0,26.4,26.3,25.0,1.0,26.1,25.5,25.0,1.0,27.9,26.9,25.0
2023-06-04 17:20:00,26.2,45200.31,31.8,25.5,28.325000000000003,27.2,27.2,[27.2],1.0,30.4,26.8,25.0,1.0,25.5,27.3,25.0,1.0,31.8,27.0,26.0,1.0,26.9,26.8,26.0,1.0,31.8,27.0,25.0,1.0,26.4,27.0,25.0,1.0,26.0,25.7,25.0,1.0,27.8,27.1,25.0
2023-06-04 17:25:00,26.2,45073.15,32.0,25.5,28.425,27.2,27.2,[27.2],1.0,30.4,26.3,25.0,1.0,25.5,27.4,25.0,1.0,32.0,26.4,26.0,1.0,26.9,26.7,26.0,1.0,32.0,27.2,25.0,1.0,26.6,27.0,25.0,1.0,26.2,25.8,25.0,1.0,27.8,26.7,25.0
2023-06-04 17:30:00,26.2,45228.68,31.9,25.5,28.35,27.1,27.1,[27.1],1.0,30.1,25.8,25.0,1.0,25.5,27.1,25.0,1.0,31.9,26.8,26.0,1.0,27.0,26.8,26.0,1.0,31.9,26.9,25.0,1.0,26.4,26.7,25.0,1.0,26.1,25.5,25.0,1.0,27.9,27.1,25.0
2023-06-04 17:35:00,26.2,,32.0,25.5,28.4125,27.2,27.2,[27.2],1.0,30.2,26.7,25.0,1.0,25.5,27.3,25.0,1.0,32.0,27.0,26.0,1.0,27.0,26.7,26.0,1.0,32.0,27.2,25.0,1.0,26.6,26.9,25.0,1.0,26.2,26.0,25.0,1.0,27.8,27.4,25.0
2023-06-04 17:40:00,26.2,45223.42,32.0,25.5,28.3875,27.2,27.2,[27.2],1.0,30.0,26.7,25.0,1.0,25.5,27.5,25.0,1.0,32.0,26.4,26.0,1.0,27.0,26.7,26.0,1.0,32.0,27.1,25.0,1.0,26.6,26.5,25.0,1.0,26.2,25.7,25.0,1.0,27.8,26.8,25.0
2023-06-04 17:45:00,26.1,45095.45,31.9,25.5,28.3125,27.1,27.1,[27.1],1.0,29.9,25.6,25.0,1.0,25.5,27.2,25.0,1.0,31.9,27.0,26.0,1.0,27.0,26.8,26.0,1.0,31.9,26.9,25.0,1.0,26.4,26.2,25.0,1.0,26.0,25.2,25.0,1.0,27.9,27.3,25.0
2023-06-04 17:50:00,26.2,45134.69,31.8,25.5,28.275,26.9,26.9,[26.9],1.0,30.0,26.4,25.0,1.0,25.5,27.3,25.0,1.0,31.8,26.9,26.0,1.0,27.0,26.8,26.0,1.0,31.8,26.8,25.0,1.0,26.4,26.7,25.0,1.0,25.9,25.7,25.0,1.0,27.8,27.5,25.0
2023-06-04 17:55:00,26.1,45285.37,,,,27.2,27.2,[27.2],1.0,,26.7,25.0,1.0,,27.2,25.0,1.0,,26.4,26.0,1.0,,26.4,26.0,1.0,,27.2,25.0,1.0,,27.2,25.0,1.0,,26.2,25.0,1.0,,26.8,25.0
2023-06-04 18:00:00,26.1,45158.11,31.9,25.4,28.3875,27.2,27.2,[27.2],1.0,30.1,25.6,25.0,1.0,25.4,26.9,25.0,1.0,31.9,26.9,26.0,1.0,26.8,26.6,26.0,1.0,31.9,26.8,25.0,1.0,26.7,26.4,25.0,1.0,26.2,25.6,25.0,1.0,28.1,27.1,25.0
2023-06-04 18:05:00,26.1,45187.66,31.7,25.4,28.2625,27.1,27.1,[27.1],1.0,30.2,26.5,25.0,1.0,25.4,27.4,25.0,1.0,31.7,26.7,26.0,1.0,26.6,26.5,26.0,1.0,31.7,26.9,25.0,1.0,26.4,26.5,25.0,1.0,26.0,25.4,25.0,1.0,28.1,27.3,25.0
2023-06-04 18:10:00,26.2,45114.69,31.9,25.4,28.325,27.2,27.2,[27.2],1.0,30.2,26.5,25.0,1.0,25.4,27.2,25.0,1.0,31.9,26.5,26.0,1.0,26.6,26.4,26.0,1.0,31.9,26.7,25.0,1.0,26.4,26.3,25.0,1.0,26.1,25.6,25.0,1.0,28.1,26.7,25.0
2023-06-04 18:15:00,26.1,45043.86,31.8,25.4,28.2875,27.1,27.1,[27.1],1.0,30.0,25.6,25.0,1.0,25.4,27.0,25.0,1.0,31.8,27.2,26.0,1.0,26.8,26.6,26.0,1.0,31.8,26.3,25.0,1.0,26.3,26.5,25.0,1.0,26.0,25.2,25.0,1.0,28.2,27.6,25.0
2023-06-04 18:20:00,26.1,,31.9,25.3,28.3375,27.4,27.4,[27.4],1.0,30.2,26.6,25.0,1.0,25.3,27.1,25.0,1.0,31.9,26.6,26.0,1.0,26.4,26.3,26.0,1.0,31.9,26.3,25.0,1.0,26.6,27.3,25.0,1.0,26.3,25.2,25.0,1.0,28.1,27.0,25.0
2023-06-04 18:25:00,26.1,45254.68,32.0,25.3,28.3375,27.3,27.3,[27.3],1.0,30.0,26.7,25.0,1.0,25.3,27.1,25.0,1.0,32.0,26.6,26.0,1.0,26.5,26.3,26.0,1.0,32.0,27.2,25.0,1.0,26.6,26.3,25.0,1.0,26.2,25.5,25.0,1.0,28.1,26.7,25.0
2023-06-04 18:30:00,26.0,45263.07,32.0,25.3,28.325,27.1,27.1,[27.1],1.0,30.0,25.7,25.0,1.0,25.3,26.9,25.0,1.0,32.0,26.4,26.0,1.0,26.7,26.3,26.0,1.0,32.0,26.6,25.0,1.0,26.4,26.4,25.0,1.0,26.1,25.5,25.0,1.0,28.1,27.5,25.0
2023-06-04 18:35:00,26.0,45216.93,31.9,25.3,28.3,27.2,27.2,[27.2],1.0,30.0,26.7,25.0,1.0,25.3,27.0,25.0,1.0,31.9,26.4,26.0,1.0,26.4,26.2,26.0,1.0,31.9,26.9,25.0,1.0,26.5,26.5,25.0,1.0,26.2,25.6,25.0,1.0,28.2,26.6,25.0
2023-06-04 18:40:00,26.0,45288.51,31.9,25.3,28.3625,27.2,27.2,[27.2],1.0,30.3,26.2,25.0,1.0,25.3,27.1,25.0,1.0,31.9,26.7,26.0,1.0,26.6,26.4,26.0,1.0,31.9,27.1,25.0,1.0,26.6,27.1,25.0,1.0,26.1,25.8,25.0,1.0,28.2,26.9,25.0
2023-06-04 18:45:00,26.0,45121.66,32.1,25.3,28.4875,27.4,27.4,[27.4],1.0,30.3,25.6,25.0,1.0,25.3,26.9,25.0,1.0,32.1,27.2,26.0,1.0,26.8,26.6,26.0,1.0,32.1,27.1,25.0,1.0,26.6,26.7,25.0,1.0,26.5,25.8,25.0,1.0,28.2,27.8,25.0
2023-06-04 18:50:00,26.0,45214.93,32.0,25.3,28.3625,27.3,27.3,[27.3],1.0,30.3,26.8,25.0,1.0,25.3,27.1,25.0,1.0,32.0,26.4,26.0,1.0,26.4,26.2,26.0,1.0,32.0,26.4,25.0,1.0,26.5,26.4,25.0,1.0,26.2,25.4,25.0,1.0,28.2,28.0,25.0
2023-06-04 18:55:00,26.1,,32.0,25.3,28.35,27.2,27.2,[27.2],1.0,30.2,26.5,25.0,1.0,25.3,27.0,25.0,1.0,32.0,26.7,26.0,1.0,26.4,26.4,26.0,1.0,32.0,26.6,25.0,1.0,26.5,26.5,25.0,1.0,26.2,25.6,25.0,1.0,28.2,26.9,25.0
2023-06-04 19:00:00,26.0,45157.31,32.0,25.3,28.375,27.1,27.1,[27.1],1.0,30.2,25.8,25.0,1.0,25.3,26.9,25.0,1.0,32.0,27.0,26.0,1.0,26.6,26.5,26.0,1.0,32.0,26.9,25.0,1.0,26.5,26.7,25.0,1.0,26.2,25.6,25.0,1.0,28.2,29.2,25.0
2023-06-04 19:05:00,26.1,45214.91,31.9,25.3,28.3125,27.2,27.2,[27.2],1.0,30.3,26.7,25.0,1.0,25.3,27.0,25.0,1.0,31.9,26.4,26.0,1.0,26.4,26.2,26.0,1.0,31.9,26.7,25.0,1.0,26.4,26.4,25.0,1.0,26.1,25.6,25.0,1.0,28.2,26.6,25.0
2023-06-04 19:10:00,26.0,45198.84,,,,27.2,27.2,[27.2],1.0,,26.7,25.0,1.0,,27.2,25.0,1.0,,26.7,26.0,1.0,,26.4,26.0,1.0,,27.4,25.0,1.0,,27.2,25.0,1.0,,26.2,25.0,1.0,,26.9,25.0
2023-06-04 19:15:00,26.0,45166.33,32.0,25.2,28.375,27.1,27.1,[27.1],1.0,30.3,25.6,25.0,1.0,25.2,26.9,25.0,1.0,32.0,26.9,26.0,1.0,26.5,26.4,26.0,1.0,32.0,26.8,25.0,1.0,26.7,26.1,25.0,1.0,26.1,25.5,25.0,1.0,28.2,27.5,25.0
2023-06-04 19:20:00,26.1,45202.87,31.7,25.3,28.2,26.9,26.9,[26.9],1.0,30.3,26.8,25.0,1.0,25.3,27.1,25.0,1.0,31.7,26.4,26.0,1.0,26.3,26.2,26.0,1.0,31.7,26.6,25.0,1.0,26.2,26.0,25.0,1.0,26.0,25.2,25.0,1.0,28.1,26.8,25.0
2023-06-04 19:25:00,26.1,45213.34,31.8,25.3,28.2375,27.2,27.2,[27.2],1.0,30.0,26.3,25.0,1.0,25.3,27.4,25.0,1.0,31.8,27.0,26.0,1.0,26.7,26.5,26.0,1.0,31.8,27.0,25.0,1.0,26.2,27.0,25.0,1.0,26.0,25.8,25.0,1.0,28.1,27.1,25.0
2023-06-04 19:30:00,26.0,45212.05,31.9,25.2,28.3125,27.3,27.3,[27.3],1.0,30.1,25.6,25.0,1.0,25.2,26.9,25.0,1.0,31.9,26.9,26.0,1.0,26.6,26.4,26.0,1.0,31.9,26.7,25.0,1.0,26.4,26.2,25.0,1.0,26.2,25.6,25.0,1.0,28.2,29.2,25.0
2023-06-04 19:35:00,26.0,45233.56,31.8,25.2,28.237500000000004,27.1,27.1,[27.1],1.0,30.1,26.6,25.0,1.0,25.2,27.1,25.0,1.0,31.8,26.4,26.0,1.0,26.4,26.2,26.0,1.0,31.8,26.6,25.0,1.0,26.3,26.7,25.0,1.0,26.0,25.4,25.0,1.0,28.3,26.7,25.0
2023-06-04 19:40:00,25.9,45309.22,31.9,25.3,28.375,27.2,27.2,[27.2],1.0,30.3,26.0,25.0,1.0,25.3,27.4,25.0,1.0,31.9,26.9,26.0,1.0,26.5,26.5,26.0,1.0,31.9,27.2,25.0,1.0,26.6,26.7,25.0,1.0,26.2,25.7,25.0,1.0,28.3,27.3,25.0
2023-06-04 19:45:00,26.0,45429.59,31.8,25.3,28.225,27.1,27.1,[27.1],1.0,29.9,25.5,25.0,1.0,25.3,26.8,25.0,1.0,31.8,26.7,26.0,1.0,26.6,26.5,26.0,1.0,31.8,26.5,25.0,1.0,26.3,26.7,25.0,1.0,26.0,25.6,25.0,1.0,28.1,27.1,25.0
2023-06-04 19:50:00,26.0,45398.17,31.8,25.3,28.325,27.3,27.3,[27.3],1.0,30.2,26.6,25.0,1.0,25.3,27.5,25.0,1.0,31.8,26.7,26.0,1.0,26.8,26.6,26.0,1.0,31.8,27.6,25.0,1.0,26.6,27.3,25.0,1.0,26.0,26.0,25.0,1.0,28.1,26.9,25.0
2023-06-04 19:55:00,26.0,45313.0,32.0,25.3,28.3375,27.2,27.2,[27.2],1.0,30.1,26.6,25.0,1.0,25.3,27.3,25.0,1.0,32.0,26.9,26.0,1.0,26.8,26.6,26.0,1.0,32.0,27.0,25.0,1.0,26.5,27.8,25.0,1.0,26.1,25.5,25.0,1.0,27.9,27.5,25.0
2023-06-04 20:00:00,26.0,45310.73,31.9,25.4,28.275,27.0,27.0,[27.0],1.0,30.2,25.5,25.0,1.0,25.4,26.9,25.0,1.0,31.9,26.3,26.0,1.0,26.8,26.5,26.0,1.0,31.9,26.6,25.0,1.0,26.2,26.0,25.0,1.0,25.9,25.2,25.0,1.0,27.9,26.7,25.0
2023-06-04 20:05:00,26.0,45389.92,31.9,25.4,28.325000000000003,27.1,27.1,[27.1],1.0,30.2,26.5,25.0,1.0,25.4,27.3,25.0,1.0,31.9,26.9,26.0,1.0,26.9,26.7,26.0,1.0,31.9,27.0,25.0,1.0,26.5,26.9,25.0,1.0,25.9,25.9,25.0,1.0,27.9,26.9,25.0
2023-06-04 20:10:00,26.0,45410.11,32.0,25.3,28.3875,27.2,27.2,[27.2],1.0,30.2,26.6,25.0,1.0,25.3,27.3,25.0,1.0,32.0,26.7,26.0,1.0,26.9,26.6,26.0,1.0,32.0,27.2,25.0,1.0,26.6,27.3,25.0,1.0,26.2,26.2,25.0,1.0,27.9,27.2,25.0
2023-06-04 20:15:00,26.1,45298.09,32.0,25.4,28.3625,27.1,27.1,[27.1],1.0,30.2,25.5,25.0,1.0,25.4,27.0,25.0,1.0,32.0,26.5,26.0,1.0,26.8,26.6,26.0,1.0,32.0,26.8,25.0,1.0,26.4,26.3,25.0,1.0,26.2,25.6,25.0,1.0,27.9,26.9,25.0
2023-06-04 20:20:00,26.1,45407.52,32.0,25.4,28.3875,27.0,27.0,[27.0],1.0,30.2,26.3,25.0,1.0,25.4,27.1,25.0,1.0,32.0,27.0,26.0,1.0,27.0,26.7,26.0,1.0,32.0,27.0,25.0,1.0,26.4,26.7,25.0,1.0,26.2,25.4,25.0,1.0,27.9,29.0,25.0
2023-06-04 20:25:00,26.1,45389.14,32.0,25.3,28.3625,27.1,27.1,[27.1],1.0,30.3,26.4,25.0,1.0,25.3,27.2,25.0,1.0,32.0,26.4,26.0,1.0,27.0,26.6,26.0,1.0,32.0,27.4,25.0,1.0,26.4,27.2,25.0,1.0,26.2,25.7,25.0,1.0,27.7,26.8,25.0
2023-06-04 20:30:00,26.0,45406.17,31.9,25.5,28.3,27.1,27.1,[27.1],1.0,30.0,25.6,25.0,1.0,25.5,27.0,25.0,1.0,31.9,26.7,26.0,1.0,26.9,26.7,26.0,1.0,31.9,26.8,25.0,1.0,26.4,26.5,25.0,1.0,26.1,26.3,25.0,1.0,27.7,26.9,25.0
2023-06-04 20:35:00,26.0,45389.97,31.7,25.3,28.2375,27.0,27.0,[27.0],1.0,30.2,26.7,25.0,1.0,25.3,27.2,25.0,1.0,31.7,26.9,26.0,1.0,26.9,26.7,26.0,1.0,31.7,26.4,25.0,1.0,26.4,25.9,25.0,1.0,25.9,25.0,25.0,1.0,27.8,27.3,25.0
2023-06-04 20:40:00,26.0,45430.81,31.7,25.5,28.275,27.1,27.1,[27.1],1.0,30.2,26.4,25.0,1.0,25.5,27.4,25.0,1.0,31.7,26.4,26.0,1.0,26.9,26.7,26.0,1.0,31.7,26.9,25.0,1.0,26.4,27.0,25.0,1.0,26.0,25.9,25.0,1.0,27.8,26.7,25.0
2023-06-04 20:45:00,26.1,45420.3,31.9,25.4,28.35,27.2,27.2,[27.2],1.0,30.2,25.6,25.0,1.0,25.4,27.0,25.0,1.0,31.9,26.4,26.0,1.0,26.9,26.8,26.0,1.0,31.9,27.2,25.0,1.0,26.4,27.1,25.0,1.0,26.2,25.7,25.0,1.0,27.9,27.0,25.0
2023-06-04 20:50:00,26.0,45457.27,31.7,25.4,28.3375,27.1,27.1,[27.1],1.0,30.4,26.7,25.0,1.0,25.4,27.6,25.0,1.0,31.7,26.8,26.0,1.0,27.0,26.7,26.0,1.0,31.7,26.6,25.0,1.0,26.4,26.3,25.0,1.0,26.3,25.4,25.0,1.0,27.8,27.0,25.0
2023-06-04 20:55:00,26.0,45370.88,31.9,25.4,28.325000000000003,27.1,27.1,[27.1],1.0,30.2,26.1,25.0,1.0,25.4,27.2,25.0,1.0,31.9,26.4,26.0,1.0,26.9,26.7,26.0,1.0,31.9,27.0,25.0,1.0,26.4,27.0,25.0,1.0,26.0,25.8,25.0,1.0,27.9,26.8,25.0
2023-06-04 21:00:00,26.0,45477.8,32.0,25.4,28.425,27.3,27.3,[27.3],1.0,30.1,25.9,25.0,1.0,25.4,27.2,25.0,1.0,32.0,27.0,26.0,1.0,27.0,26.8,26.0,1.0,32.0,27.5,25.0,1.0,26.7,27.6,25.0,1.0,26.3,26.3,25.0,1.0,27.9,27.1,25.0
2023-06-04 21:05:00,25.9,45487.78999999999,31.9,25.5,28.3625,27.1,27.1,[27.1],1.0,30.2,26.7,25.0,1.0,25.5,27.5,25.0,1.0,31.9,26.7,26.0,1.0,27.0,26.7,26.0,1.0,31.9,26.8,25.0,1.0,26.5,26.4,25.0,1.0,26.1,26.0,25.0,1.0,27.8,27.2,25.0
2023-06-04 21:10:00,25.9,45410.52,32.0,25.5,28.375,27.2,27.2,[27.2],1.0,30.1,26.4,25.0,1.0,25.5,27.4,25.0,1.0,32.0,26.5,26.0,1.0,26.9,26.7,26.0,1.0,32.0,26.8,25.0,1.0,26.5,26.5,25.0,1.0,26.2,26.0,25.0,1.0,27.8,26.7,25.0
2023-06-04 21:15:00,26.1,45390.35,,,,27.2,27.2,[27.2],1.0,,26.1,25.0,1.0,,27.3,25.0,1.0,,27.0,26.0,1.0,,26.8,26.0,1.0,,27.3,25.0,1.0,,27.1,25.0,1.0,,25.8,25.0,1.0,,27.6,25.0
2023-06-04 21:20:00,26.1,45386.52,32.2,25.4,28.45,27.3,27.3,[27.3],1.0,30.2,26.8,25.0,1.0,25.4,27.2,25.0,1.0,32.2,26.5,26.0,1.0,26.9,26.6,26.0,1.0,32.2,27.6,25.0,1.0,26.7,27.5,25.0,1.0,26.3,26.3,25.0,1.0,27.7,26.8,25.0
2023-06-04 21:25:00,26.1,45401.7,32.2,25.4,28.437500000000004,27.2,27.2,[27.2],1.0,30.0,26.3,25.0,1.0,25.4,27.4,25.0,1.0,32.2,26.7,26.0,1.0,27.0,26.7,26.0,1.0,32.2,26.9,25.0,1.0,26.6,26.4,25.0,1.0,26.3,25.5,25.0,1.0,27.8,26.9,25.0
2023-06-04 21:30:00,26.1,45358.18,31.9,25.5,28.375,27.1,27.1,[27.1],1.0,30.4,26.0,25.0,1.0,25.5,27.2,25.0,1.0,31.9,26.9,26.0,1.0,27.0,26.7,26.0,1.0,31.9,26.8,25.0,1.0,26.4,26.5,25.0,1.0,26.1,25.5,25.0,1.0,27.8,27.5,25.0
2023-06-04 21:35:00,26.0,45295.55,32.0,25.4,28.387500000000003,27.1,27.1,[27.1],1.0,30.5,26.8,25.0,1.0,25.4,27.2,25.0,1.0,32.0,26.4,26.0,1.0,26.5,26.7,26.0,1.0,32.0,27.0,25.0,1.0,26.6,27.0,25.0,1.0,26.3,25.5,25.0,1.0,27.8,26.8,25.0
2023-06-04 21:40:00,26.1,,32.0,25.4,28.375,27.2,27.2,[27.2],1.0,30.2,26.1,25.0,1.0,25.4,27.4,25.0,1.0,32.0,26.9,26.0,1.0,26.5,26.6,26.0,1.0,32.0,27.3,25.0,1.0,26.6,26.5,25.0,1.0,26.3,25.8,25.0,1.0,28.0,27.1,25.0
2023-06-04 21:45:00,26.1,45430.17,32.0,25.4,28.4,27.1,27.1,[27.1],1.0,30.2,25.7,25.0,1.0,25.4,27.1,25.0,1.0,32.0,26.9,26.0,1.0,26.6,26.6,26.0,1.0,32.0,27.3,25.0,1.0,26.7,26.5,25.0,1.0,26.3,25.8,25.0,1.0,28.0,27.5,25.0
